"","ID","gene_name","rank_expr_norm","rank_pubmed_mean_norm","rank_tf_norm","rank_kinase_norm","rank_crisp_mean_norm","rank_crisp_min_norm","rank_expr_fold_change_norm","rank_is_TSG_norm","rank_GO_term_norm","rank_PPI_norm","SUM_RANK","group_num"
"9857","TCGA-CV-7091-a_12_70024278_70736946","MYRFL",0.6,0.3,1,0.6,1,0.8,1,0.6,0.4,0.6,6.9,1651
"9858","TCGA-CV-7091-a_12_70024278_70736946","CNOT2",0.8,1,0.5,0.6,0.8,1,0.6,0.6,1,0.6,7.5,1651
"9859","TCGA-CV-7102_7_55957687_56554553","ZNF713",0.33,0.17,1,0.5,0.33,0.33,1,0.56,0.33,0.56,5.11,1655
"9860","TCGA-CV-7102_7_55957687_56554553","GBAS",0.67,0.67,0.5,0.5,0.11,0.11,0.33,0.56,0.33,0.56,4.34,1655
"9861","TCGA-CV-7102_7_55957687_56554553","MRPS17",0.56,0.39,0.5,0.5,0.78,0.78,0.44,0.56,0.33,0.56,5.4,1655
"9862","TCGA-CV-7102_7_55957687_56554553","PSPH",0.44,1,0.5,0.5,0.56,0.67,0.56,0.56,1,0.56,6.35,1655
"9863","TCGA-CV-7102_7_55957687_56554553","CCT6A",0.89,0.89,0.5,0.5,1,1,0.89,0.56,0.89,0.56,7.68,1655
"9864","TCGA-CV-7102_7_55957687_56554553","SUMF2",0.78,0.39,0.5,0.5,0.44,0.44,0.67,0.56,0.33,0.56,5.17,1655
"9865","TCGA-CV-7102_7_55957687_56554553","PHKG1",0.22,0.56,0.5,1,0.67,0.56,0.11,0.56,0.78,0.56,5.52,1655
"9866","TCGA-CV-7102_7_55957687_56554553","CHCHD2",1,0.78,0.5,0.5,0.89,0.89,0.78,0.56,0.67,0.56,7.13,1655
"9867","TCGA-CV-7102_7_55957687_56554553","NUPR1L",0.11,0.17,0.5,0.5,0.22,0.22,0.22,0.56,0.33,0.56,3.39,1655
"9868","TCGA-CV-7102_11_69637137_70696857","ANO1",0.8,0.8,0.6,0.6,0.4,0.4,1,0.6,0.8,0.6,6.6,1653
"9869","TCGA-CV-7102_11_69637137_70696857","FADD",0.6,1,0.6,0.6,0.8,1,0.8,0.6,0.2,0.6,6.8,1653
"9870","TCGA-CV-7102_11_69637137_70696857","PPFIA1",0.4,0.4,0.6,0.6,0.2,0.2,0.4,0.6,0.4,0.6,4.4,1653
"9871","TCGA-CV-7102_11_69637137_70696857","CTTN",1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.6,6.8,1653
"9872","TCGA-CV-7102_11_69637137_70696857","SHANK2",0.2,0.2,0.6,0.6,1,0.8,0.2,0.6,0.6,0.6,5.4,1653
"9873","TCGA-CV-7102_14_21201166_21701453","EDDM3A",0.16,0.53,0.5,0.53,0.21,0.11,0.24,0.53,0.71,0.47,3.99,1654
"9874","TCGA-CV-7102_14_21201166_21701453","EDDM3B",0.16,0.18,0.5,0.53,0.79,0.89,0.32,0.53,0.16,0.47,4.53,1654
"9875","TCGA-CV-7102_14_21201166_21701453","RNASE6",0.63,0.53,0.5,0.53,0.42,0.37,0.47,0.53,0.71,0.47,5.16,1654
"9876","TCGA-CV-7102_14_21201166_21701453","RNASE1",0.89,0.89,0.5,0.53,0.47,0.32,0.53,0.53,0.39,0.47,5.52,1654
"9877","TCGA-CV-7102_14_21201166_21701453","RNASE3",0.42,0.53,0.5,0.53,0.84,0.74,1,0.53,0.87,0.47,6.43,1654
"9878","TCGA-CV-7102_14_21201166_21701453","RNASE2",0.53,0.84,0.5,0.53,0.26,0.53,0.89,0.53,0.87,0.47,5.95,1654
"9879","TCGA-CV-7102_14_21201166_21701453","METTL17",0.95,0.42,0.5,0.53,0.95,0.95,0.79,0.53,0.16,0.47,6.25,1654
"9880","TCGA-CV-7102_14_21201166_21701453","SLC39A2",0.58,0.71,0.5,0.53,0.53,0.47,0.37,0.53,0.95,0.47,5.64,1654
"9881","TCGA-CV-7102_14_21201166_21701453","NDRG2",0.74,1,0.5,0.53,0.63,0.68,0.05,0.53,0.63,0.97,6.26,1654
"9882","TCGA-CV-7102_14_21201166_21701453","TPPP2",0.37,0.37,0.5,0.53,0.37,0.42,0.63,0.53,1,0.47,5.19,1654
"9883","TCGA-CV-7102_14_21201166_21701453","RP11-998D10.1",0.16,0.18,0.5,0.53,0.05,0.05,0.24,0.53,0.16,0.47,2.87,1654
"9884","TCGA-CV-7102_14_21201166_21701453","RNASE13",0.32,0.18,0.5,0.53,0.74,0.79,0.74,0.53,0.39,0.47,5.19,1654
"9885","TCGA-CV-7102_14_21201166_21701453","RNASE7",0.68,0.71,0.5,0.53,0.16,0.16,0.68,0.53,0.39,0.47,4.81,1654
"9886","TCGA-CV-7102_14_21201166_21701453","RNASE8",0.16,0.18,0.5,0.53,0.32,0.26,0.11,0.53,0.39,0.47,3.45,1654
"9887","TCGA-CV-7102_14_21201166_21701453","ARHGEF40",0.79,0.71,0.5,0.53,0.68,0.63,0.95,0.53,0.58,0.47,6.37,1654
"9888","TCGA-CV-7102_14_21201166_21701453","ZNF219",0.84,0.71,1,0.53,0.58,0.58,0.84,0.53,0.53,0.47,6.61,1654
"9889","TCGA-CV-7102_14_21201166_21701453","TMEM253",0.47,0.18,0.5,0.53,0.11,0.21,0.58,0.53,0.16,0.47,3.74,1654
"9890","TCGA-CV-7102_14_21201166_21701453","OR5AU1",0.16,0.18,0.5,0.53,0.89,0.84,0.16,0.53,0.16,0.47,4.42,1654
"9891","TCGA-CV-7102_14_21201166_21701453","HNRNPC",1,0.95,0.5,0.53,1,1,0.42,0.53,0.79,0.97,7.69,1654
"9892","TCGA-CV-7103-a_3_182730041_183371457","MCCC1",0.8,0.6,0.6,0.6,0.2,0.2,0.4,0.6,0.4,0.6,5,1656
"9893","TCGA-CV-7103-a_3_182730041_183371457","LAMP3",0.4,1,0.6,0.6,0.6,0.8,0.2,0.6,0.8,0.6,6.2,1656
"9894","TCGA-CV-7103-a_3_182730041_183371457","MCF2L2",0.2,0.2,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.6,4.6,1656
"9895","TCGA-CV-7103-a_3_182730041_183371457","B3GNT5",1,0.8,0.6,0.6,1,1,1,0.6,0.4,0.6,7.6,1656
"9896","TCGA-CV-7103-a_3_182730041_183371457","KLHL24",0.6,0.4,0.6,0.6,0.8,0.6,0.8,0.6,1,0.6,6.6,1656
"9897","TCGA-CV-7103-a_3_183372075_183976537","KLHL24",0.47,0.37,0.53,0.53,0.47,0.33,0.3,0.53,0.77,0.53,4.83,1657
"9898","TCGA-CV-7103-a_3_183372075_183976537","YEATS2",0.53,0.6,0.53,0.53,0.87,0.87,0.47,0.53,0.2,0.53,5.66,1657
"9899","TCGA-CV-7103-a_3_183372075_183976537","MAP6D1",0.33,0.2,0.53,0.53,0.53,0.57,0.2,0.53,0.77,0.53,4.72,1657
"9900","TCGA-CV-7103-a_3_183372075_183976537","PARL",0.93,0.67,0.53,0.53,0.8,0.73,0.73,0.53,0.6,0.53,6.58,1657
"9901","TCGA-CV-7103-a_3_183372075_183976537","ABCC5",0.67,1,0.53,0.53,0.07,0.07,0.87,0.53,0.77,0.53,5.57,1657
"9902","TCGA-CV-7103-a_3_183372075_183976537","HTR3D",0.07,0.13,0.53,0.53,0.27,0.4,0.1,0.53,0.33,0.53,3.42,1657
"9903","TCGA-CV-7103-a_3_183372075_183976537","HTR3C",0.13,0.53,0.53,0.53,0.13,0.27,0.1,0.53,0.33,0.53,3.61,1657
"9904","TCGA-CV-7103-a_3_183372075_183976537","HTR3E",0.2,0.47,0.53,0.53,0.4,0.2,1,0.53,0.33,0.53,4.72,1657
"9905","TCGA-CV-7103-a_3_183372075_183976537","EIF2B5",0.6,0.73,0.53,0.53,1,0.93,0.4,0.53,0.93,0.53,6.71,1657
"9906","TCGA-CV-7103-a_3_183372075_183976537","DVL3",0.8,0.93,0.53,0.53,0.67,0.67,0.8,0.53,1,0.53,6.99,1657
"9907","TCGA-CV-7103-a_3_183372075_183976537","AP2M1",1,0.83,0.53,0.53,0.93,1,0.53,0.53,0.53,0.53,6.94,1657
"9908","TCGA-CV-7103-a_3_183372075_183976537","ABCF3",0.73,0.27,0.53,0.53,0.2,0.13,0.63,0.53,0.77,0.53,4.85,1657
"9909","TCGA-CV-7103-a_3_183372075_183976537","VWA5B2",0.27,0.07,0.53,0.53,0.73,0.57,0.93,0.53,0.1,0.53,4.79,1657
"9910","TCGA-CV-7103-a_3_183372075_183976537","ALG3",0.87,0.83,0.53,0.53,0.6,0.8,0.63,0.53,0.1,0.53,5.95,1657
"9911","TCGA-CV-7103-a_3_183372075_183976537","ECE2",0.4,0.37,0.53,0.53,0.33,0.47,0.3,0.53,0.47,0.53,4.46,1657
"9912","TCGA-CV-7104_9_35450632_36012260","RUSC2",0.57,0.61,0.5,0.48,0.04,0.48,0.48,0.52,0.22,0.5,4.4,1658
"9913","TCGA-CV-7104_9_35450632_36012260","FAM166B",0.26,0.13,0.5,0.48,0.17,0.3,0.17,0.52,0.22,0.5,3.25,1658
"9914","TCGA-CV-7104_9_35450632_36012260","TESK1",0.83,0.61,0.5,0.98,0.52,0.59,0.87,0.52,0.91,0.5,6.83,1658
"9915","TCGA-CV-7104_9_35450632_36012260","CD72",0.43,0.87,0.5,0.48,0.09,0.09,0.57,0.52,0.22,0.5,4.27,1658
"9916","TCGA-CV-7104_9_35450632_36012260","SIT1",0.35,0.61,0.5,0.48,0.22,0.35,0.3,0.52,0.57,0.5,4.4,1658
"9917","TCGA-CV-7104_9_35450632_36012260","CCDC107",0.78,0.28,0.5,0.48,0.91,0.74,0.61,0.52,0.22,0.5,5.54,1658
"9918","TCGA-CV-7104_9_35450632_36012260","ARHGEF39",0.52,0.72,0.5,0.48,0.48,0.7,0.96,0.52,0.63,0.5,6.01,1658
"9919","TCGA-CV-7104_9_35450632_36012260","CA9",0.65,1,0.5,0.48,0.61,0.52,1,0.52,1,0.5,6.78,1658
"9920","TCGA-CV-7104_9_35450632_36012260","TPM2",1,0.91,0.5,0.48,0.78,0.87,0.43,0.52,0.96,0.5,6.95,1658
"9921","TCGA-CV-7104_9_35450632_36012260","TLN1",0.96,0.96,0.5,0.48,0.96,1,0.78,0.52,0.7,1,7.86,1658
"9922","TCGA-CV-7104_9_35450632_36012260","CREB3",0.87,0.83,1,0.48,0.74,0.65,0.91,0.52,0.74,0.5,7.24,1658
"9923","TCGA-CV-7104_9_35450632_36012260","GBA2",0.74,0.48,0.5,0.48,0.57,0.78,0.52,0.52,0.48,0.5,5.57,1658
"9924","TCGA-CV-7104_9_35450632_36012260","RGP1",0.7,0.28,0.5,0.48,1,0.96,0.74,0.52,0.87,0.5,6.55,1658
"9925","TCGA-CV-7104_9_35450632_36012260","MSMP",0.13,0.39,0.5,0.48,0.43,0.17,0.04,0.52,0.43,0.5,3.59,1658
"9926","TCGA-CV-7104_9_35450632_36012260","NPR2",0.39,0.78,0.5,0.98,0.7,0.91,0.35,0.52,0.52,0.5,6.15,1658
"9927","TCGA-CV-7104_9_35450632_36012260","SPAG8",0.3,0.48,0.5,0.48,0.65,0.83,0.39,0.52,0.63,0.5,5.28,1658
"9928","TCGA-CV-7104_9_35450632_36012260","HINT2",0.91,0.72,0.5,0.48,0.39,0.26,0.7,0.52,0.8,0.5,5.78,1658
"9929","TCGA-CV-7104_9_35450632_36012260","TMEM8B",0.61,0.48,0.5,0.48,0.26,0.59,0.65,0.52,0.8,0.5,5.39,1658
"9930","TCGA-CV-7104_9_35450632_36012260","FAM221B",0.13,0.13,0.5,0.48,0.13,0.22,0.09,0.52,0.22,0.5,2.92,1658
"9931","TCGA-CV-7104_9_35450632_36012260","OR13J1",0.13,0.13,0.5,0.48,0.35,0.13,0.13,0.52,0.22,0.5,3.09,1658
"9932","TCGA-CV-7104_9_35450632_36012260","HRCT1",0.48,0.35,0.5,0.48,0.3,0.04,0.83,0.52,0.22,0.5,4.22,1658
"9933","TCGA-CV-7104_9_35450632_36012260","OR2S2",0.13,0.13,0.5,0.48,0.85,0.41,0.24,0.52,0.22,0.5,3.98,1658
"9934","TCGA-CV-7104_9_35450632_36012260","OR2S2",0.13,0.13,0.5,0.48,0.85,0.41,0.24,0.52,0.22,0.5,3.98,1658
"9935","TCGA-CV-7178-b_8_49118437_49923603","EFCAB1",0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.75,5.75,1659
"9936","TCGA-CV-7178-b_8_49118437_49923603","SNAI2",1,1,1,0.75,1,1,1,0.75,1,0.75,9.25,1659
"9937","TCGA-CV-7235-b_11_98387075_99188456","CNTN5",1,1,1,1,1,1,1,1,1,1,10,1661
"9938","TCGA-CV-7235-b_11_103304638_104193492","DYNC2H1",1,0.67,0.67,0.67,1,1,1,0.67,0.33,0.67,7.68,1660
"9939","TCGA-CV-7235-b_11_103304638_104193492","PDGFD",0.67,1,0.67,0.67,0.67,0.67,0.33,0.67,1,0.67,7.02,1660
"9940","TCGA-CV-7235-b_11_103304638_104193492","DDI1",0.33,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.67,5.34,1660
"9941","TCGA-CV-7236_7_55464361_55962907","LANCL2",0.75,0.5,0.5,0.62,0.75,0.75,0.75,0.62,1,0.62,6.86,1662
"9942","TCGA-CV-7236_7_55464361_55962907","VOPP1",1,1,0.5,0.62,1,1,1,0.62,0.5,0.62,7.86,1662
"9943","TCGA-CV-7236_7_55464361_55962907","SEPT14",0.25,0.75,0.5,0.62,0.25,0.25,0.25,0.62,0.5,0.62,4.61,1662
"9944","TCGA-CV-7236_7_55464361_55962907","ZNF713",0.5,0.25,1,0.62,0.5,0.5,0.5,0.62,0.5,0.62,5.61,1662
"9945","TCGA-CV-7242-a_7_55999437_56663389","ZNF713",0.22,0.17,1,0.5,0.33,0.33,0.89,0.56,0.33,0.56,4.89,1663
"9946","TCGA-CV-7242-a_7_55999437_56663389","GBAS",0.78,0.67,0.5,0.5,0.11,0.11,0.67,0.56,0.33,0.56,4.79,1663
"9947","TCGA-CV-7242-a_7_55999437_56663389","MRPS17",0.56,0.39,0.5,0.5,0.78,0.78,0.56,0.56,0.33,0.56,5.52,1663
"9948","TCGA-CV-7242-a_7_55999437_56663389","PSPH",0.44,1,0.5,0.5,0.56,0.67,0.78,0.56,1,0.56,6.57,1663
"9949","TCGA-CV-7242-a_7_55999437_56663389","CCT6A",0.89,0.89,0.5,0.5,1,1,0.44,0.56,0.89,0.56,7.23,1663
"9950","TCGA-CV-7242-a_7_55999437_56663389","SUMF2",0.67,0.39,0.5,0.5,0.44,0.44,0.22,0.56,0.33,0.56,4.61,1663
"9951","TCGA-CV-7242-a_7_55999437_56663389","PHKG1",0.11,0.56,0.5,1,0.67,0.56,0.11,0.56,0.78,0.56,5.41,1663
"9952","TCGA-CV-7242-a_7_55999437_56663389","CHCHD2",1,0.78,0.5,0.5,0.89,0.89,0.33,0.56,0.67,0.56,6.68,1663
"9953","TCGA-CV-7242-a_7_55999437_56663389","NUPR1L",0.33,0.17,0.5,0.5,0.22,0.22,1,0.56,0.33,0.56,4.39,1663
"9954","TCGA-CV-7243_9_13352941_14539364","NFIB",1,1,1,1,1,1,1,1,1,1,10,1664
"9955","TCGA-CV-7245-a_8_127845244_128440928","POU5F1B",1,1,1,1,1,1,1,1,1,1,10,1665
"9956","TCGA-CV-7248-a_4_68028175_68479786","CENPC",0.33,0.67,0.67,0.67,1,1,0.67,0.67,0.5,0.67,6.85,1666
"9957","TCGA-CV-7248-a_4_68028175_68479786","STAP1",0.67,0.33,0.67,0.67,0.33,0.33,1,0.67,1,0.67,6.34,1666
"9958","TCGA-CV-7248-a_4_68028175_68479786","UBA6",1,1,0.67,0.67,0.67,0.67,0.33,0.67,0.5,0.67,6.85,1666
"9959","TCGA-CV-7248-a_6_56184203_56822618","COL21A1",0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.67,0.33,0.67,5,1667
"9960","TCGA-CV-7248-a_6_56184203_56822618","DST",1,1,0.67,0.67,1,1,1,0.67,0.67,0.67,8.35,1667
"9961","TCGA-CV-7248-a_6_56184203_56822618","BEND6",0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.67,1,0.67,6.69,1667
"9962","TCGA-CV-7415_19_38037979_38707003","ZNF793",0.27,0.77,0.68,0.55,0.82,0.91,0.18,0.55,0.41,0.55,5.69,1668
"9963","TCGA-CV-7415_19_38037979_38707003","ZNF540",0.45,0.77,0.68,0.55,0.64,0.82,0.36,0.55,0.82,0.55,6.19,1668
"9964","TCGA-CV-7415_19_38037979_38707003","ZNF571",0.73,0.41,0.68,0.55,0.36,0.55,0.64,0.55,0.41,0.55,5.43,1668
"9965","TCGA-CV-7415_19_38037979_38707003","ZFP30",0.64,0.14,0.68,0.55,0.45,0.45,0.45,0.55,0.41,0.55,4.87,1668
"9966","TCGA-CV-7415_19_38037979_38707003","ZNF781",0.18,0.41,0.68,0.55,0.09,0.09,0.09,0.55,0.41,0.55,3.6,1668
"9967","TCGA-CV-7415_19_38037979_38707003","CTD-2528L19.4",0.09,0.14,0.18,0.55,0.18,0.18,0.27,0.55,0.41,0.55,3.1,1668
"9968","TCGA-CV-7415_19_38037979_38707003","ZNF607",0.82,0.41,0.68,0.55,0.55,0.36,0.73,0.55,0.41,0.55,5.61,1668
"9969","TCGA-CV-7415_19_38037979_38707003","ZNF573",0.55,0.77,0.68,0.55,0.73,0.73,0.55,0.55,0.41,0.55,6.07,1668
"9970","TCGA-CV-7415_19_38037979_38707003","WDR87",0.36,0.41,0.18,0.55,0.91,1,0.91,0.55,0.41,0.55,5.83,1668
"9971","TCGA-CV-7415_19_38037979_38707003","SIPA1L3",1,1,0.18,0.55,0.27,0.27,0.82,0.55,0.91,0.55,6.1,1668
"9972","TCGA-CV-7415_19_38037979_38707003","DPF1",0.91,0.77,0.68,0.55,1,0.64,1,0.55,1,0.55,7.65,1668
"9973","TCGA-CV-7416-a_20_29420352_29846378","FRG1B",1,1,0.75,0.75,0.5,0.5,1,0.75,0.5,0.75,7.5,1669
"9974","TCGA-CV-7416-a_20_29420352_29846378","DEFB115",0.5,0.5,0.75,0.75,1,1,0.5,0.75,1,0.75,7.5,1669
"9975","TCGA-CV-7416-a_X_83566643_83892718","HDX",1,1,1,1,1,1,1,1,1,1,10,1670
"9976","TCGA-CV-7418-a_1_165003462_166392303","LMX1A",0.25,0.88,0.94,0.56,0.5,0.38,0.88,0.56,0.88,0.56,6.39,1672
"9977","TCGA-CV-7418-a_1_165003462_166392303","RXRG",0.38,0.62,0.94,0.56,0.25,0.25,0.25,0.56,0.38,0.56,4.75,1672
"9978","TCGA-CV-7418-a_1_165003462_166392303","LRRC52",0.12,0.25,0.44,0.56,0.38,0.5,1,0.56,1,0.56,5.37,1672
"9979","TCGA-CV-7418-a_1_165003462_166392303","MGST3",0.88,0.75,0.44,0.56,0.88,0.62,0.5,0.56,0.19,0.56,5.94,1672
"9980","TCGA-CV-7418-a_1_165003462_166392303","ALDH9A1",0.62,0.38,0.44,0.56,1,1,0.12,0.56,0.62,0.56,5.86,1672
"9981","TCGA-CV-7418-a_1_165003462_166392303","TMCO1",1,0.5,0.44,0.56,0.12,0.12,0.62,0.56,0.62,0.56,5.1,1672
"9982","TCGA-CV-7418-a_1_165003462_166392303","UCK2",0.75,1,0.44,0.56,0.62,0.88,0.75,0.56,0.62,0.56,6.74,1672
"9983","TCGA-CV-7418-a_1_165003462_166392303","FAM78B",0.5,0.12,0.44,0.56,0.75,0.75,0.38,0.56,0.19,0.56,4.81,1672
"9984","TCGA-CV-7418-a_1_166701013_167485140","POGK",1,0.12,0.94,0.56,0.62,0.38,0.75,0.56,0.25,0.56,5.74,1673
"9985","TCGA-CV-7418-a_1_166701013_167485140","TADA1",0.88,0.5,0.44,0.56,0.88,1,0.62,0.56,1,0.56,7,1673
"9986","TCGA-CV-7418-a_1_166701013_167485140","ILDR2",0.38,0.38,0.44,0.56,0.5,0.62,0.88,0.56,0.88,0.56,5.76,1673
"9987","TCGA-CV-7418-a_1_166701013_167485140","MAEL",0.5,0.81,0.44,0.56,0.38,0.25,1,0.56,0.75,0.56,5.81,1673
"9988","TCGA-CV-7418-a_1_166701013_167485140","GPA33",0.12,0.81,0.44,0.56,0.75,0.5,0.5,0.56,0.25,0.56,5.05,1673
"9989","TCGA-CV-7418-a_1_166701013_167485140","DUSP27",0.25,0.25,0.44,0.56,0.12,0.12,0.25,0.56,0.25,0.56,3.36,1673
"9990","TCGA-CV-7418-a_1_166701013_167485140","POU2F1",0.75,1,0.94,0.56,1,0.88,0.38,0.56,0.5,0.56,7.13,1673
"9991","TCGA-CV-7418-a_1_166701013_167485140","CD247",0.62,0.62,0.44,0.56,0.25,0.75,0.12,0.56,0.62,0.56,5.1,1673
"9992","TCGA-CV-7418-a_1_167485635_167848839","CD247",0.4,1,0.6,0.6,0.2,0.6,0.4,0.6,0.4,0.6,5.4,1674
"9993","TCGA-CV-7418-a_1_167485635_167848839","CREG1",1,0.6,0.6,0.6,0.8,0.4,0.8,0.6,0.9,0.6,6.9,1674
"9994","TCGA-CV-7418-a_1_167485635_167848839","RCSD1",0.2,0.2,0.6,0.6,0.6,0.8,0.2,0.6,0.9,0.6,5.3,1674
"9995","TCGA-CV-7418-a_1_167485635_167848839","MPZL1",0.8,0.8,0.6,0.6,1,1,0.6,0.6,0.6,0.6,7.2,1674
"9996","TCGA-CV-7418-a_1_167485635_167848839","ADCY10",0.6,0.4,0.6,0.6,0.4,0.2,1,0.6,0.2,0.6,5.2,1674
"9997","TCGA-CV-7418-a_1_167849897_168333807","ADCY10",0.14,0.21,0.5,0.57,0.14,0.14,1,0.57,0.29,0.57,4.13,1675
"9998","TCGA-CV-7418-a_1_167849897_168333807","MPC2",1,1,0.5,0.57,0.43,0.57,0.43,0.57,0.71,0.57,6.35,1675
"9999","TCGA-CV-7418-a_1_167849897_168333807","DCAF6",0.86,0.57,0.5,0.57,0.86,0.71,0.14,0.57,0.86,0.57,6.21,1675
"10000","TCGA-CV-7418-a_1_167849897_168333807","GPR161",0.43,0.71,0.5,0.57,0.71,0.86,0.71,0.57,1,0.57,6.63,1675
"10001","TCGA-CV-7418-a_1_167849897_168333807","TIPRL",0.71,0.86,0.5,0.57,1,1,0.57,0.57,0.43,0.57,6.78,1675
"10002","TCGA-CV-7418-a_1_167849897_168333807","SFT2D2",0.57,0.21,0.5,0.57,0.57,0.43,0.29,0.57,0.14,0.57,4.42,1675
"10003","TCGA-CV-7418-a_1_167849897_168333807","TBX19",0.29,0.43,1,0.57,0.29,0.29,0.86,0.57,0.57,0.57,5.44,1675
"10004","TCGA-CV-7418-a_1_186396967_187635413","PDC",0.33,1,0.67,0.67,1,0.67,0.67,0.67,1,0.67,7.35,1676
"10005","TCGA-CV-7418-a_1_186396967_187635413","PTGS2",1,0.67,0.67,0.67,0.67,0.33,1,0.67,0.33,0.67,6.68,1676
"10006","TCGA-CV-7418-a_1_186396967_187635413","PLA2G4A",0.67,0.33,0.67,0.67,0.33,1,0.33,0.67,0.67,0.67,6.01,1676
"10007","TCGA-CV-7418-a_3_174301381_174720851","NAALADL2",1,1,1,1,1,1,1,1,1,1,10,1677
"10008","TCGA-CV-7418-a_4_181675783_183353357","TENM3",1,1,1,1,1,1,1,1,1,1,10,1678
"10009","TCGA-CV-7418-a_18_39530211_41427543","PIK3C3",1,1,0.67,0.67,1,1,0.67,0.67,0.33,0.67,7.68,1671
"10010","TCGA-CV-7418-a_18_39530211_41427543","RIT2",0.33,0.33,0.67,0.67,0.67,0.33,0.33,0.67,0.67,0.67,5.34,1671
"10011","TCGA-CV-7418-a_18_39530211_41427543","SYT4",0.67,0.67,0.67,0.67,0.33,0.67,1,0.67,1,0.67,7.02,1671
"10012","TCGA-CV-7423-a_11_34286823_34732225","ABTB2",0.5,0.25,0.38,0.62,0.25,0.25,0.75,0.62,0.5,0.62,4.74,1679
"10013","TCGA-CV-7423-a_11_34286823_34732225","CAT",1,1,0.38,0.62,0.75,0.5,1,0.62,1,0.62,7.49,1679
"10014","TCGA-CV-7423-a_11_34286823_34732225","ELF5",0.25,0.5,0.88,0.62,0.5,1,0.25,0.62,0.25,0.62,5.49,1679
"10015","TCGA-CV-7423-a_11_34286823_34732225","EHF",0.75,0.75,0.88,0.62,1,0.75,0.5,0.62,0.75,0.62,7.24,1679
"10016","TCGA-CV-7424-b_2_62441508_63696894","B3GNT2",0.6,0.2,0.5,0.6,0.8,1,0.2,0.6,0.6,0.6,5.7,1680
"10017","TCGA-CV-7424-b_2_62441508_63696894","TMEM17",0.4,0.5,0.5,0.6,0.2,0.2,1,0.6,0.2,0.6,4.8,1680
"10018","TCGA-CV-7424-b_2_62441508_63696894","EHBP1",1,0.8,0.5,0.6,0.4,0.6,0.6,0.6,0.4,0.6,6.1,1680
"10019","TCGA-CV-7424-b_2_62441508_63696894","OTX1",0.8,1,1,0.6,0.6,0.8,0.8,0.6,0.8,0.6,7.6,1680
"10020","TCGA-CV-7424-b_2_62441508_63696894","WDPCP",0.2,0.5,0.5,0.6,1,0.4,0.4,0.6,1,0.6,5.8,1680
"10021","TCGA-CV-7435-b_12_18319038_19273967","RERGL",0.75,0.75,0.62,0.62,0.5,0.5,0.5,0.62,1,0.62,6.48,1681
"10022","TCGA-CV-7435-b_12_18319038_19273967","PIK3C2G",0.5,1,0.62,0.62,1,0.75,0.25,0.62,0.75,0.62,6.73,1681
"10023","TCGA-CV-7435-b_12_18319038_19273967","PLCZ1",1,0.38,0.62,0.62,0.75,1,1,0.62,0.25,0.62,6.86,1681
"10024","TCGA-CV-7435-b_12_18319038_19273967","CAPZA3",0.25,0.38,0.62,0.62,0.25,0.25,0.75,0.62,0.5,0.62,4.86,1681
"10025","TCGA-CV-A45U_3_171577202_172582983","TMEM212",0.29,0.29,0.57,0.57,0.71,0.43,0.14,0.57,0.29,0.57,4.43,1685
"10026","TCGA-CV-A45U_3_171577202_172582983","FNDC3B",0.71,0.57,0.57,0.57,0.86,0.71,0.57,0.57,0.29,0.57,5.99,1685
"10027","TCGA-CV-A45U_3_171577202_172582983","GHSR",0.29,0.71,0.57,0.57,0.29,0.57,0.29,0.57,0.57,0.57,5,1685
"10028","TCGA-CV-A45U_3_171577202_172582983","TNFSF10",1,0.86,0.57,0.57,0.57,0.86,0.86,0.57,0.86,0.57,7.29,1685
"10029","TCGA-CV-A45U_3_171577202_172582983","NCEH1",0.57,0.43,0.57,0.57,0.43,0.29,0.71,0.57,0.71,0.57,5.42,1685
"10030","TCGA-CV-A45U_3_171577202_172582983","AC007919.2",0.29,0.14,0.57,0.57,0.14,0.14,0.43,0.57,0.29,0.57,3.71,1685
"10031","TCGA-CV-A45U_3_171577202_172582983","ECT2",0.86,1,0.57,0.57,1,1,1,0.57,1,0.57,8.14,1685
"10032","TCGA-CV-A45U_3_190668377_191217492","OSTN",0.5,0.75,0.62,0.62,0.5,0.5,1,0.62,0.75,0.62,6.48,1686
"10033","TCGA-CV-A45U_3_190668377_191217492","UTS2B",0.75,0.38,0.62,0.62,1,0.75,0.75,0.62,1,0.62,7.11,1686
"10034","TCGA-CV-A45U_3_190668377_191217492","CCDC50",1,1,0.62,0.62,0.75,1,0.5,0.62,0.25,0.62,6.98,1686
"10035","TCGA-CV-A45U_3_190668377_191217492","PYDC2",0.25,0.38,0.62,0.62,0.25,0.25,0.25,0.62,0.5,0.62,4.36,1686
"10036","TCGA-CV-A45U_11_70337377_71167449","SHANK2",0.33,0.67,0.67,0.67,1,1,1,0.67,1,0.67,7.68,1682
"10037","TCGA-CV-A45U_11_70337377_71167449","DHCR7",1,1,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,7.36,1682
