"","ID","gene_name","rank_expr_norm","rank_pubmed_mean_norm","rank_tf_norm","rank_kinase_norm","rank_crisp_mean_norm","rank_crisp_min_norm","rank_expr_fold_change_norm","rank_is_TSG_norm","rank_GO_term_norm","rank_PPI_norm","SUM_RANK","group_num"
"1","TCGA-02-2485_7_52654649_53869348","POM121L12",1,1,1,1,1,1,1,1,1,1,10,1
"2","TCGA-02-2485_7_56084143_56403069","PSPH",0.33,1,0.58,0.5,0.5,0.67,0.33,0.58,1,0.58,6.07,2
"3","TCGA-02-2485_7_56084143_56403069","CCT6A",0.83,0.83,0.58,0.5,1,1,1,0.58,0.83,0.58,7.73,2
"4","TCGA-02-2485_7_56084143_56403069","SUMF2",0.67,0.33,0.58,0.5,0.33,0.33,0.5,0.58,0.25,0.58,4.65,2
"5","TCGA-02-2485_7_56084143_56403069","PHKG1",0.5,0.5,0.58,1,0.67,0.5,0.67,0.58,0.67,0.58,6.25,2
"6","TCGA-02-2485_7_56084143_56403069","CHCHD2",1,0.67,0.58,0.5,0.83,0.83,0.83,0.58,0.5,0.58,6.9,2
"7","TCGA-02-2485_7_56084143_56403069","NUPR1L",0.17,0.17,0.58,0.5,0.17,0.17,0.17,0.58,0.25,0.58,3.34,2
"8","TCGA-05-4422_8_136483458_137010556","KHDRBS3",1,1,1,1,1,1,1,1,1,1,10,3
"9","TCGA-05-4432_14_41385630_42340281","LRFN5",1,1,1,1,1,1,1,1,1,1,10,4
"10","TCGA-05-4433_12_67369365_69000548","CAND1",1,0.5,0.58,0.5,1,1,0.83,0.58,1,0.58,7.57,5
"11","TCGA-05-4433_12_67369365_69000548","DYRK2",0.83,0.67,0.58,1,0.83,0.67,1,0.58,0.83,0.58,7.57,5
"12","TCGA-05-4433_12_67369365_69000548","IFNG",0.5,1,0.58,0.5,0.17,0.5,0.5,0.58,0.5,0.58,5.41,5
"13","TCGA-05-4433_12_67369365_69000548","IL26",0.25,0.33,0.58,0.5,0.33,0.17,0.17,0.58,0.67,0.58,4.16,5
"14","TCGA-05-4433_12_67369365_69000548","IL22",0.25,0.83,0.58,0.5,0.5,0.33,0.33,0.58,0.33,0.58,4.81,5
"15","TCGA-05-4433_12_67369365_69000548","MDM1",0.67,0.17,0.58,0.5,0.67,0.83,0.67,0.58,0.17,0.58,5.42,5
"16","TCGA-06-0138-a_12_58922705_59430754","RP11-362K2.2",1,1,1,1,1,1,1,1,1,1,10,6
"17","TCGA-06-0174_4_52685699_53271281","DCUN1D4",0.75,0.5,0.62,0.62,0.5,0.5,0.5,0.62,0.5,0.62,5.73,7
"18","TCGA-06-0174_4_52685699_53271281","LRRC66",0.5,0.25,0.62,0.62,0.75,0.75,0.75,0.62,0.5,0.62,5.98,7
"19","TCGA-06-0174_4_52685699_53271281","SGCB",1,0.75,0.62,0.62,1,1,1,0.62,1,0.62,8.23,7
"20","TCGA-06-0174_4_52685699_53271281","SPATA18",0.25,1,0.62,0.62,0.25,0.25,0.25,0.62,0.5,0.62,4.98,7
"21","TCGA-06-0686_6_43924212_44211867","C6orf223",0.4,0.6,0.6,0.6,0.2,0.2,0.4,0.6,0.5,0.6,4.7,9
"22","TCGA-06-0686_6_43924212_44211867","MRPL14",0.8,0.6,0.6,0.6,1,1,0.6,0.6,0.5,0.6,6.9,9
"23","TCGA-06-0686_6_43924212_44211867","TMEM63B",0.6,0.6,0.6,0.6,0.8,0.4,0.2,0.6,0.5,0.6,5.5,9
"24","TCGA-06-0686_6_43924212_44211867","CAPN11",0.2,0.2,0.6,0.6,0.4,0.8,0.8,0.6,0.5,0.6,5.3,9
"25","TCGA-06-0686_6_43924212_44211867","SLC29A1",1,1,0.6,0.6,0.6,0.6,1,0.6,1,0.6,7.6,9
"26","TCGA-06-0686_6_44217654_44568765","HSP90AB1",1,1,0.5,0.56,0.62,0.88,0.75,0.56,0.75,0.56,7.18,10
"27","TCGA-06-0686_6_44217654_44568765","SLC35B2",0.88,0.75,0.5,0.56,0.75,0.75,0.88,0.56,1,0.56,7.19,10
"28","TCGA-06-0686_6_44217654_44568765","TMEM151B",0.62,0.44,0.5,0.56,0.38,0.25,0.25,0.56,0.31,0.56,4.43,10
"29","TCGA-06-0686_6_44217654_44568765","RP11-444E17.6",0.5,0.19,0.5,0.56,0.12,0.12,1,0.56,0.31,0.56,4.42,10
"30","TCGA-06-0686_6_44217654_44568765","TCTE1",0.25,0.19,0.5,0.56,0.25,0.38,0.5,0.56,0.31,0.56,4.06,10
"31","TCGA-06-0686_6_44217654_44568765","AARS2",0.75,0.62,0.5,0.56,0.88,0.62,0.62,0.56,0.62,0.56,6.29,10
"32","TCGA-06-0686_6_44217654_44568765","SPATS1",0.12,0.44,0.5,0.56,0.5,0.5,0.12,0.56,0.31,0.56,4.17,10
"33","TCGA-06-0686_6_44217654_44568765","CDC5L",0.38,0.88,1,0.56,1,1,0.38,0.56,0.88,0.56,7.2,10
"34","TCGA-06-0686_6_45419110_45818316","RUNX2",1,1,1,1,1,1,1,1,1,1,10,11
"35","TCGA-06-0686_6_47740510_48218849","OPN5",1,1,0.75,0.75,0.5,1,1,0.75,1,0.75,8.5,12
"36","TCGA-06-0686_6_47740510_48218849","PTCHD4",0.5,0.5,0.75,0.75,1,0.5,0.5,0.75,0.5,0.75,6.5,12
"37","TCGA-06-0686_12_68636667_68918309","IL22",0.5,1,0.75,0.75,0.5,0.5,1,0.75,1,0.75,7.5,8
"38","TCGA-06-0686_12_68636667_68918309","MDM1",1,0.5,0.75,0.75,1,1,0.5,0.75,0.5,0.75,7.5,8
"39","TCGA-06-2557_7_52719712_53371272","POM121L12",1,1,1,1,1,1,1,1,1,1,10,13
"40","TCGA-06-2557_7_79596530_80900223","GNAI1",1,0.6,0.6,0.6,0.4,1,0.6,0.6,0.8,0.6,6.8,14
"41","TCGA-06-2557_7_79596530_80900223","CD36",0.6,1,0.6,0.6,1,0.8,1,0.6,0.6,0.6,7.4,14
"42","TCGA-06-2557_7_79596530_80900223","GNAT3",0.3,0.4,0.6,0.6,0.8,0.6,0.2,0.6,0.4,0.6,5.1,14
"43","TCGA-06-2557_7_79596530_80900223","SEMA3C",0.8,0.8,0.6,0.6,0.6,0.4,0.4,0.6,1,0.6,6.4,14
"44","TCGA-06-2557_7_79596530_80900223","AC005008.2",0.3,0.2,0.6,0.6,0.2,0.2,0.8,0.6,0.2,0.6,4.3,14
"45","TCGA-06-2557_7_93379242_93691707","GNGT1",0.5,0.25,0.62,0.62,0.25,0.25,1,0.62,0.5,0.62,5.23,15
"46","TCGA-06-2557_7_93379242_93691707","TFPI2",0.25,1,0.62,0.62,0.5,0.5,0.25,0.62,0.75,0.62,5.73,15
"47","TCGA-06-2557_7_93379242_93691707","GNG11",0.75,0.75,0.62,0.62,0.75,0.75,0.5,0.62,1,0.62,6.98,15
"48","TCGA-06-2557_7_93379242_93691707","BET1",1,0.5,0.62,0.62,1,1,0.75,0.62,0.25,0.62,6.98,15
"49","TCGA-06-2557_7_93906810_94897653","COL1A2",1,1,0.6,0.6,0.4,0.6,1,0.6,0.6,0.6,7,16
"50","TCGA-06-2557_7_93906810_94897653","CASD1",0.6,0.2,0.6,0.6,0.6,0.2,0.6,0.6,0.2,0.6,4.8,16
"51","TCGA-06-2557_7_93906810_94897653","SGCE",0.8,0.6,0.6,0.6,1,1,0.8,0.6,0.8,0.6,7.4,16
"52","TCGA-06-2557_7_93906810_94897653","PEG10",0.4,0.8,0.6,0.6,0.2,0.8,0.2,0.6,1,0.6,5.8,16
"53","TCGA-06-2557_7_93906810_94897653","PPP1R9A",0.2,0.4,0.6,0.6,0.8,0.4,0.4,0.6,0.4,0.6,5,16
"54","TCGA-06-2564_X_30319741_31075971","NR0B1",0.25,0.5,1,0.62,0.75,0.5,0.25,0.62,1,1,6.49,17
"55","TCGA-06-2564_X_30319741_31075971","CXorf21",0.5,0.25,0.5,0.62,0.25,0.25,0.5,0.62,0.25,0.5,4.24,17
"56","TCGA-06-2564_X_30319741_31075971","GK",0.75,1,0.5,0.62,0.5,1,1,0.62,0.75,0.5,7.24,17
"57","TCGA-06-2564_X_30319741_31075971","TAB3",1,0.75,0.5,0.62,1,0.75,0.75,0.62,0.5,0.5,6.99,17
"58","TCGA-06-2565_7_53823802_54958753","VSTM2A",0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,1,0.75,6.5,18
"59","TCGA-06-2565_7_53823802_54958753","SEC61G",1,1,0.75,0.75,1,1,1,0.75,0.5,0.75,8.5,18
"60","TCGA-06-5856_7_54228492_54619107","VSTM2A",1,1,1,1,1,1,1,1,1,1,10,21
"61","TCGA-06-5856_12_119443713_119725206","SRRM4",0.5,0.5,0.75,0.75,1,1,0.5,0.75,0.5,0.75,7,19
"62","TCGA-06-5856_12_119443713_119725206","HSPB8",1,1,0.75,0.75,0.5,0.5,1,0.75,1,0.75,8,19
"63","TCGA-06-5856_12_119725314_120022183","CCDC60",1,1,1,1,1,1,1,1,1,1,10,20
"64","TCGA-14-0817_7_56076258_56373273","PSPH",0.5,1,0.58,0.5,0.5,0.67,1,0.58,1,0.58,6.91,22
"65","TCGA-14-0817_7_56076258_56373273","CCT6A",0.83,0.83,0.58,0.5,1,1,0.42,0.58,0.83,0.58,7.15,22
"66","TCGA-14-0817_7_56076258_56373273","SUMF2",0.67,0.33,0.58,0.5,0.33,0.33,0.42,0.58,0.25,0.58,4.57,22
"67","TCGA-14-0817_7_56076258_56373273","PHKG1",0.33,0.5,0.58,1,0.67,0.5,0.83,0.58,0.67,0.58,6.24,22
"68","TCGA-14-0817_7_56076258_56373273","CHCHD2",1,0.67,0.58,0.5,0.83,0.83,0.67,0.58,0.5,0.58,6.74,22
"69","TCGA-14-0817_7_56076258_56373273","NUPR1L",0.17,0.17,0.58,0.5,0.17,0.17,0.17,0.58,0.25,0.58,3.34,22
"70","TCGA-16-0846_4_21113124_21747178","KCNIP4",1,1,1,1,1,1,1,1,1,1,10,23
"71","TCGA-16-0846_4_53828649_54643909","SCFD2",0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.5,0.67,6.19,24
"72","TCGA-16-0846_4_53828649_54643909","FIP1L1",1,1,0.67,0.67,1,1,1,0.67,0.5,0.67,8.18,24
"73","TCGA-16-0846_4_53828649_54643909","LNX1",0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.67,1,0.67,5.67,24
"74","TCGA-16-1045_7_56142755_57302062","SUMF2",0.8,0.4,0.5,0.5,0.4,0.4,0.8,0.6,0.4,0.6,5.4,25
"75","TCGA-16-1045_7_56142755_57302062","PHKG1",0.6,0.8,0.5,1,0.6,0.8,1,0.6,1,0.6,7.5,25
"76","TCGA-16-1045_7_56142755_57302062","CHCHD2",1,1,0.5,0.5,1,1,0.6,0.6,0.8,0.6,7.6,25
"77","TCGA-16-1045_7_56142755_57302062","NUPR1L",0.4,0.2,0.5,0.5,0.2,0.2,0.2,0.6,0.4,0.6,3.8,25
"78","TCGA-16-1045_7_56142755_57302062","ZNF479",0.2,0.6,1,0.5,0.8,0.6,0.4,0.6,0.4,0.6,5.7,25
"79","TCGA-18-3410-b_11_70917643_71213007","SHANK2",0.33,0.67,0.67,0.67,1,1,0.33,0.67,1,0.67,7.01,26
"80","TCGA-18-3410-b_11_70917643_71213007","DHCR7",1,1,0.67,0.67,0.67,0.67,1,0.67,0.67,0.67,7.69,26
"81","TCGA-18-3410-b_11_70917643_71213007","NADSYN1",0.67,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.33,0.67,5.34,26
"82","TCGA-18-3412_11_73392173_74856676","RAB6A",0.95,0.71,0.52,0.52,0.9,0.95,0.62,0.52,0.36,0.52,6.57,27
"83","TCGA-18-3412_11_73392173_74856676","MRPL48",0.86,0.38,0.52,0.52,0.81,0.71,0.9,0.52,0.12,0.52,5.86,27
"84","TCGA-18-3412_11_73392173_74856676","COA4",0.9,0.26,0.52,0.52,0.52,0.86,0.86,0.52,0.12,0.52,5.6,27
"85","TCGA-18-3412_11_73392173_74856676","PAAF1",0.81,0.14,0.52,0.52,0.48,0.81,1,0.52,0.86,0.52,6.18,27
"86","TCGA-18-3412_11_73392173_74856676","DNAJB13",0.19,0.14,0.52,0.52,0.67,0.76,0.19,0.52,0.12,0.52,4.15,27
"87","TCGA-18-3412_11_73392173_74856676","UCP2",0.71,1,0.52,0.52,0.31,0.24,0.14,0.52,1,0.52,5.48,27
"88","TCGA-18-3412_11_73392173_74856676","UCP3",0.14,0.86,0.52,0.52,0.71,0.62,0.24,0.52,0.67,0.52,5.32,27
"89","TCGA-18-3412_11_73392173_74856676","C2CD3",0.57,0.14,0.52,0.52,0.31,0.48,0.48,0.52,0.81,0.52,4.87,27
"90","TCGA-18-3412_11_73392173_74856676","PPME1",0.76,0.67,0.52,0.52,0.86,0.55,0.71,0.52,0.43,0.52,6.06,27
"91","TCGA-18-3412_11_73392173_74856676","P4HA3",0.24,0.76,0.52,0.52,0.24,0.67,0.33,0.52,0.12,0.52,4.44,27
"92","TCGA-18-3412_11_73392173_74856676","PGM2L1",0.29,0.38,0.52,0.52,0.14,0.29,0.57,0.52,0.93,0.52,4.68,27
"93","TCGA-18-3412_11_73392173_74856676","KCNE3",0.67,0.57,0.52,0.52,0.57,0.33,0.81,0.52,0.48,0.52,5.51,27
"94","TCGA-18-3412_11_73392173_74856676","LIPT2",0.52,0.05,0.52,0.52,0.43,0.55,0.95,0.52,0.26,0.52,4.84,27
"95","TCGA-18-3412_11_73392173_74856676","POLD3",0.62,0.9,0.52,0.52,1,1,0.76,0.52,0.55,0.52,6.91,27
"96","TCGA-18-3412_11_73392173_74856676","CHRDL2",0.1,0.5,0.52,0.52,0.1,0.14,0.1,0.52,0.55,0.52,3.57,27
"97","TCGA-18-3412_11_73392173_74856676","RNF169",0.4,0.62,0.52,0.52,0.62,0.43,0.43,0.52,0.36,0.52,4.94,27
"98","TCGA-18-3412_11_73392173_74856676","XRRA1",0.33,0.5,0.52,0.52,0.76,0.38,0.38,0.52,0.76,0.52,5.19,27
"99","TCGA-18-3412_11_73392173_74856676","SPCS2",1,0.26,0.52,0.52,0.95,0.9,0.67,0.52,0.26,0.52,6.12,27
"100","TCGA-18-3412_11_73392173_74856676","NEU3",0.4,0.95,0.52,0.52,0.38,0.19,0.52,0.52,0.62,0.52,5.14,27
"101","TCGA-18-3412_11_73392173_74856676","OR2AT4",0.05,0.38,0.52,0.52,0.19,0.05,0.29,0.52,0.93,0.52,3.97,27
"102","TCGA-18-3412_11_73392173_74856676","SLCO2B1",0.48,0.81,0.52,0.52,0.05,0.1,0.05,0.52,0.71,0.52,4.28,27
"103","TCGA-18-3412_X_84540838_85728545","POF1B",1,0.33,0.5,0.67,0.33,0.67,1,0.67,0.33,0.67,6.17,28
"104","TCGA-18-3412_X_84540838_85728545","CHM",0.67,1,0.5,0.67,1,1,0.33,0.67,0.67,0.67,7.18,28
"105","TCGA-18-3412_X_84540838_85728545","DACH2",0.33,0.67,1,0.67,0.67,0.33,0.67,0.67,1,0.67,6.68,28
"106","TCGA-18-3416_2_210234774_211063879","MAP2",0.6,0.8,0.6,0.6,0.4,0.2,0.6,0.6,1,0.6,6,29
"107","TCGA-18-3416_2_210234774_211063879","UNC80",0.2,0.3,0.6,0.6,0.8,0.8,0.4,0.6,0.2,0.6,5.1,29
"108","TCGA-18-3416_2_210234774_211063879","RPE",1,1,0.6,0.6,1,1,1,0.6,0.8,0.6,8.2,29
"109","TCGA-18-3416_2_210234774_211063879","KANSL1L",0.8,0.3,0.6,0.6,0.2,0.4,0.8,0.6,0.4,0.6,5.3,29
"110","TCGA-18-3416_2_210234774_211063879","ACADL",0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.6,0.6,0.6,5.4,29
"111","TCGA-18-3416_7_19564500_20157548","TWISTNB",1,1,0.75,0.75,0.5,0.5,1,0.75,0.75,0.75,7.75,30
"112","TCGA-18-3416_7_19564500_20157548","TMEM196",0.5,0.5,0.75,0.75,1,1,0.5,0.75,0.75,0.75,7.25,30
"113","TCGA-18-3416_7_21689581_22983854","DNAH11",0.14,0.57,0.57,0.57,0.71,0.86,0.29,0.57,0.64,0.43,5.35,31
"114","TCGA-18-3416_7_21689581_22983854","CDCA7L",0.86,0.86,0.57,0.57,0.86,0.57,0.86,0.57,0.29,0.43,6.44,31
"115","TCGA-18-3416_7_21689581_22983854","RAPGEF5",0.57,0.71,0.57,0.57,0.43,0.29,0.57,0.57,1,0.86,6.14,31
"116","TCGA-18-3416_7_21689581_22983854","STEAP1B",0.71,0.43,0.57,0.57,0.29,0.43,1,0.57,0.29,0.43,5.29,31
"117","TCGA-18-3416_7_21689581_22983854","IL6",0.29,1,0.57,0.57,0.57,0.71,0.14,0.57,0.86,1,6.28,31
"118","TCGA-18-3416_7_21689581_22983854","TOMM7",1,0.14,0.57,0.57,1,1,0.71,0.57,0.64,0.43,6.63,31
"119","TCGA-18-3416_7_21689581_22983854","FAM126A",0.43,0.29,0.57,0.57,0.14,0.14,0.43,0.57,0.29,0.43,3.86,31
"120","TCGA-18-3416_7_22983890_23802287","FAM126A",0.36,0.45,0.55,0.5,0.09,0.09,0.36,0.55,0.32,0.55,3.82,32
"121","TCGA-18-3416_7_22983890_23802287","KLHL7",0.55,0.64,0.55,0.5,1,0.82,0.82,0.55,0.73,0.55,6.71,32
"122","TCGA-18-3416_7_22983890_23802287","AC005082.1",0.09,0.36,0.55,0.5,0.18,0.18,0.18,0.55,0.32,0.55,3.46,32
"123","TCGA-18-3416_7_22983890_23802287","NUPL2",0.86,0.55,0.55,0.5,0.27,0.27,0.91,0.55,0.32,0.55,5.33,32
"124","TCGA-18-3416_7_22983890_23802287","GPNMB",0.73,0.91,0.55,0.5,0.55,0.64,0.09,0.55,1,0.55,6.07,32
"125","TCGA-18-3416_7_22983890_23802287","MALSU1",0.86,0.23,0.55,0.5,0.73,0.91,0.73,0.55,0.64,0.55,6.25,32
"126","TCGA-18-3416_7_22983890_23802287","IGF2BP3",0.64,1,0.55,0.5,0.91,0.73,1,0.55,0.91,0.55,7.34,32
"127","TCGA-18-3416_7_22983890_23802287","TRA2A",1,0.73,0.55,0.5,0.82,1,0.55,0.55,0.32,0.55,6.57,32
"128","TCGA-18-3416_7_22983890_23802287","CCDC126",0.45,0.09,0.55,0.5,0.64,0.45,0.64,0.55,0.32,0.55,4.74,32
"129","TCGA-18-3416_7_22983890_23802287","FAM221A",0.27,0.23,0.55,0.5,0.45,0.55,0.45,0.55,0.32,0.55,4.42,32
"130","TCGA-18-3416_7_22983890_23802287","STK31",0.18,0.82,0.55,1,0.36,0.36,0.27,0.55,0.82,0.55,5.46,32
"131","TCGA-18-3416_X_91274479_92215201","PCDH11X",1,1,1,1,1,1,1,1,1,1,10,33
"132","TCGA-18-3417_1_170275480_170595835","GORAB",1,1,1,1,1,1,1,1,1,1,10,34
"133","TCGA-18-3417_21_22125837_22537370","NCAM2",1,1,1,1,1,1,1,1,1,1,10,35
"134","TCGA-18-3419_19_55554138_56050844","RDH13",0.66,0.53,0.5,0.5,0.47,0.55,0.47,0.52,0.48,0.52,5.2,36
"135","TCGA-18-3419_19_55554138_56050844","EPS8L1",0.69,0.53,0.5,0.5,0.86,0.28,0.34,0.52,0.52,0.52,5.26,36
"136","TCGA-18-3419_19_55554138_56050844","PPP1R12C",0.79,0.69,0.5,0.5,0.55,0.69,0.38,0.52,0.6,0.52,5.74,36
"137","TCGA-18-3419_19_55554138_56050844","TNNT1",0.9,0.86,0.5,0.5,0.66,0.9,0.9,0.52,0.43,0.52,6.69,36
"138","TCGA-18-3419_19_55554138_56050844","TNNI3",0.1,0.76,0.5,0.5,0.9,0.66,0.03,0.52,0.79,0.52,5.28,36
"139","TCGA-18-3419_19_55554138_56050844","CTD-2587H24.4",0.1,0.19,0.5,0.5,0.03,0.03,0.21,0.52,0.17,0.52,2.77,36
"140","TCGA-18-3419_19_55554138_56050844","DNAAF3",0.59,0.41,0.5,0.5,0.28,0.79,0.55,0.52,0.9,0.52,5.56,36
"141","TCGA-18-3419_19_55554138_56050844","SYT5",0.55,0.64,0.5,0.5,0.93,0.76,1,0.52,0.69,0.52,6.61,36
"142","TCGA-18-3419_19_55554138_56050844","PTPRH",0.62,0.9,0.5,0.5,0.41,0.43,0.97,0.52,0.83,0.52,6.2,36
"143","TCGA-18-3419_19_55554138_56050844","TMEM86B",0.48,0.19,0.5,0.5,0.52,0.59,0.41,0.52,0.17,0.52,4.4,36
"144","TCGA-18-3419_19_55554138_56050844","PPP6R1",0.93,0.19,0.5,0.5,0.24,0.21,0.72,0.52,0.76,0.52,5.09,36
"145","TCGA-18-3419_19_55554138_56050844","HSPBP1",0.86,0.83,0.5,0.5,0.21,0.24,0.66,0.52,0.98,0.52,5.82,36
"146","TCGA-18-3419_19_55554138_56050844","TMEM150B",0.38,0.64,0.5,0.5,0.31,0.38,0.14,0.52,0.6,0.52,4.49,36
"147","TCGA-18-3419_19_55554138_56050844","SUV420H2",0.72,0.93,0.5,0.5,0.07,0.07,0.76,0.52,0.17,0.52,4.76,36
"148","TCGA-18-3419_19_55554138_56050844","AC020922.1",0.1,0.19,0.5,0.5,0.1,0.1,0.28,0.52,0.17,0.52,2.98,36
"149","TCGA-18-3419_19_55554138_56050844","COX6B2",0.45,0.72,0.5,0.5,0.59,0.83,0.93,0.52,0.17,0.52,5.73,36
"150","TCGA-18-3419_19_55554138_56050844","CTD-2105E13.6",0.21,0.19,0.5,0.5,0.14,0.14,0.83,0.52,0.17,0.52,3.72,36
"151","TCGA-18-3419_19_55554138_56050844","FAM71E2",0.1,0.19,0.5,0.5,0.17,0.17,0.24,0.52,0.17,0.52,3.08,36
"152","TCGA-18-3419_19_55554138_56050844","IL11",0.34,1,0.5,0.5,0.62,0.43,0.69,0.52,0.86,0.52,5.98,36
"153","TCGA-18-3419_19_55554138_56050844","TMEM190",0.28,0.41,0.5,0.5,0.38,0.72,0.07,0.52,0.6,0.52,4.5,36
"154","TCGA-18-3419_19_55554138_56050844","TMEM238",0.52,0.41,0.5,0.5,0.47,0.34,0.52,0.52,0.17,0.52,4.47,36
"155","TCGA-18-3419_19_55554138_56050844","RPL28",1,0.79,0.5,0.5,1,1,0.62,0.52,0.36,0.52,6.81,36
"156","TCGA-18-3419_19_55554138_56050844","UBE2S",0.97,0.97,0.5,0.5,0.97,0.97,0.86,0.52,0.43,0.52,7.21,36
"157","TCGA-18-3419_19_55554138_56050844","SHISA7",0.24,0.19,0.5,0.5,0.69,0.48,0.79,0.52,0.72,0.52,5.15,36
"158","TCGA-18-3419_19_55554138_56050844","ISOC2",0.83,0.53,0.5,0.5,0.72,0.31,0.47,0.52,0.36,0.52,5.26,36
"159","TCGA-18-3419_19_55554138_56050844","ZNF628",0.41,0.19,1,0.5,0.79,0.86,0.31,0.52,0.6,0.52,5.7,36
"160","TCGA-18-3419_19_55554138_56050844","NAT14",0.76,0.19,0.5,0.5,0.34,0.62,0.59,0.52,0.17,0.52,4.71,36
"161","TCGA-18-3419_19_55554138_56050844","SSC5D",0.31,0.19,0.5,0.5,0.83,0.52,0.1,0.52,0.98,0.52,4.97,36
"162","TCGA-18-3419_19_55554138_56050844","SBK2",0.1,0.53,0.5,1,0.76,0.93,0.17,0.52,0.93,0.52,5.96,36
"163","TCGA-18-3419_19_56063184_56741027","ZNF579",0.7,0.46,0.78,0.52,0.83,0.7,0.83,0.52,0.22,0.52,6.08,37
"164","TCGA-18-3419_19_56063184_56741027","FIZ1",0.78,0.46,0.78,0.52,0.22,0.22,0.78,0.52,0.5,0.52,5.3,37
"165","TCGA-18-3419_19_56063184_56741027","ZNF524",0.87,0.67,0.78,0.52,0.78,0.59,0.57,0.52,0.22,0.52,6.04,37
"166","TCGA-18-3419_19_56063184_56741027","ZNF865",0.52,0.17,0.78,0.52,0.7,0.96,0.74,0.52,0.22,0.52,5.65,37
"167","TCGA-18-3419_19_56063184_56741027","ZNF784",0.57,0.17,0.78,0.52,0.43,0.78,0.7,0.52,0.76,0.52,5.75,37
"168","TCGA-18-3419_19_56063184_56741027","ZNF580",0.91,0.83,0.78,0.52,0.87,0.74,0.52,0.52,0.87,0.52,7.08,37
"169","TCGA-18-3419_19_56063184_56741027","ZNF581",0.74,0.46,0.78,0.52,0.57,0.52,0.63,0.52,0.22,0.52,5.48,37
"170","TCGA-18-3419_19_56063184_56741027","CCDC106",0.61,0.78,0.28,0.52,0.91,0.91,0.43,0.52,0.22,0.52,5.7,37
"171","TCGA-18-3419_19_56063184_56741027","U2AF2",1,0.96,0.28,0.52,1,1,0.48,0.52,0.91,0.52,7.19,37
"172","TCGA-18-3419_19_56063184_56741027","EPN1",0.96,0.74,0.28,0.52,0.61,0.83,0.39,0.52,0.61,0.52,5.98,37
"173","TCGA-18-3419_19_56063184_56741027","NLRP9",0.26,0.89,0.28,0.52,0.3,0.48,0.3,0.52,0.96,0.52,5.03,37
"174","TCGA-18-3419_19_56063184_56741027","RFPL4A",0.13,0.46,0.28,0.52,0.04,0.04,0.09,0.52,0.61,0.52,3.21,37
"175","TCGA-18-3419_19_56063184_56741027","RFPL4AL1",0.13,0.17,0.28,0.52,0.09,0.09,0.04,0.52,0.61,0.52,2.97,37
"176","TCGA-18-3419_19_56063184_56741027","NLRP11",0.39,0.61,0.28,0.52,0.74,0.43,1,0.52,0.76,0.52,5.77,37
"177","TCGA-18-3419_19_56063184_56741027","NLRP4",0.35,0.89,0.28,0.52,0.35,0.59,0.87,0.52,0.43,0.52,5.32,37
"178","TCGA-18-3419_19_56063184_56741027","NLRP13",0.3,0.46,0.28,0.52,0.65,0.35,0.91,0.52,0.76,0.52,5.27,37
"179","TCGA-18-3419_19_56063184_56741027","NLRP8",0.13,0.46,0.28,0.52,0.48,0.39,0.17,0.52,0.76,0.52,4.23,37
"180","TCGA-18-3419_19_56063184_56741027","NLRP5",0.13,0.67,0.28,0.52,0.17,0.65,0.22,0.52,0.5,0.52,4.18,37
"181","TCGA-18-3419_19_56063184_56741027","ZNF787",0.83,0.17,0.78,0.52,0.52,0.3,0.63,0.52,0.22,0.52,5.01,37
"182","TCGA-18-3419_19_56063184_56741027","ZNF444",0.65,0.17,0.78,0.52,0.26,0.17,0.35,0.52,0.22,0.52,4.16,37
"183","TCGA-18-3419_19_56063184_56741027","GALP",0.13,1,0.28,0.52,0.96,0.87,0.26,0.52,1,0.52,6.06,37
"184","TCGA-18-3419_19_56063184_56741027","ZSCAN5B",0.48,0.17,0.78,0.52,0.13,0.13,0.96,0.52,0.22,0.52,4.43,37
"185","TCGA-18-3419_19_56063184_56741027","ZSCAN5A",0.43,0.17,0.78,0.52,0.39,0.26,0.13,0.52,0.22,0.52,3.94,37
"186","TCGA-19-2624_12_63147570_63541475","PPM1H",1,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75,6.75,38
"187","TCGA-19-2624_12_63147570_63541475","AVPR1A",0.5,0.75,0.75,0.75,1,1,1,0.75,1,0.75,8.25,38
"188","TCGA-19-5960_6_106788486_107966929","AIM1",0.29,0.86,0.57,0.57,0.14,0.14,1,0.57,0.21,0.57,4.92,39
"189","TCGA-19-5960_6_106788486_107966929","RTN4IP1",0.57,0.43,0.57,0.57,0.86,0.86,0.29,0.57,0.86,0.57,6.15,39
"190","TCGA-19-5960_6_106788486_107966929","QRSL1",0.86,0.21,0.57,0.57,1,1,0.86,0.57,0.71,0.57,6.92,39
"191","TCGA-19-5960_6_106788486_107966929","C6orf203",1,0.21,0.57,0.57,0.29,0.29,0.57,0.57,0.21,0.57,4.85,39
"192","TCGA-19-5960_6_106788486_107966929","BEND3",0.43,0.64,0.57,0.57,0.57,0.57,0.43,0.57,0.57,0.57,5.49,39
