"","ID","gene_name","rank_expr_norm","rank_pubmed_mean_norm","rank_tf_norm","rank_kinase_norm","rank_crisp_mean_norm","rank_crisp_min_norm","rank_expr_fold_change_norm","rank_is_TSG_norm","rank_GO_term_norm","rank_PPI_norm","SUM_RANK","is_oncogene"
"519","TCGA-D7-6528_6_31176602_32650612","EHMT2",0.74,0.88,0.49,0.5,0.93,0.89,0.82,0.51,0.95,0.45,7.16,0
"520","TCGA-D7-6528_6_31176602_32650612","C2",0.75,0.99,0.49,0.5,0.68,0.59,0.95,0.51,0.52,0.45,6.43,0
"521","TCGA-D7-6528_6_31176602_32650612","ZBTB12",0.48,0.27,0.99,0.5,0.88,0.81,0.81,0.51,0.8,0.45,6.5,0
"522","TCGA-D7-6528_6_31176602_32650612","CFB",0.93,0.79,0.49,0.5,0.79,0.77,0.92,0.51,0.8,0.45,6.95,0
"523","TCGA-D7-6528_6_31176602_32650612","NELFE",0.9,0.62,0.49,0.5,0.96,0.92,0.77,0.51,0.52,0.45,6.64,0
"524","TCGA-D7-6528_6_31176602_32650612","SKIV2L",0.66,0.34,0.49,0.5,0.18,0.18,0.7,0.51,0.16,0.95,4.67,0
"525","TCGA-D7-6528_6_31176602_32650612","DXO",0.62,0.52,0.49,0.5,0.74,0.67,0.73,0.51,0.6,0.95,6.33,0
"526","TCGA-D7-6528_6_31176602_32650612","STK19",0.52,0.55,0.49,1,0.82,0.69,0.37,0.51,0.36,0.45,5.76,1
"527","TCGA-D7-6528_6_31176602_32650612","C4A",0.4,0.77,0.49,0.5,0.19,0.19,0.15,0.51,0.4,0.95,4.55,0
"528","TCGA-D7-6528_6_31176602_32650612","AL645922.1",0.03,0.08,0.49,0.5,0.21,0.21,0.14,0.51,0.16,0.45,2.78,0
"529","TCGA-D7-6528_6_31176602_32650612","C4B",0.49,0.85,0.49,0.5,0.32,0.32,0.28,0.51,0.43,0.45,4.64,0
"530","TCGA-D7-6528_6_31176602_32650612","CYP21A2",0.08,0.73,0.49,0.5,0.59,0.53,0.11,0.51,0.75,0.95,5.24,0
"531","TCGA-D7-6528_6_31176602_32650612","TNXB",0.23,0.68,0.49,0.5,0.71,0.79,0.03,0.51,0.77,0.95,5.66,0
"532","TCGA-D7-6528_6_31176602_32650612","ATF6B",0.86,0.34,0.99,0.5,0.85,0.9,0.66,0.51,0.96,0.45,7.02,0
"533","TCGA-D7-6528_6_31176602_32650612","FKBPL",0.51,0.66,0.49,0.5,0.73,0.86,0.74,0.51,0.49,0.45,5.94,0
"534","TCGA-D7-6528_6_31176602_32650612","PRRT1",0.33,0.19,0.49,0.5,0.41,0.73,0.19,0.51,0.52,0.45,4.32,0
"535","TCGA-D7-6528_6_31176602_32650612","PPT2",0.58,0.34,0.49,0.5,0.56,0.64,0.44,0.51,0.16,0.45,4.67,0
"536","TCGA-D7-6528_6_31176602_32650612","PPT2-EGFL8",0.3,0.08,0.49,0.5,0.22,0.22,0.47,0.51,0.16,0.45,3.4,0
"537","TCGA-D7-6528_6_31176602_32650612","EGFL8",0.41,0.42,0.49,0.5,0.45,0.36,0.32,0.51,0.16,0.45,4.07,0
"538","TCGA-D7-6528_6_31176602_32650612","AGPAT1",0.77,0.53,0.49,0.5,0.75,0.96,0.58,0.51,0.92,0.45,6.46,0
"539","TCGA-D7-6528_6_31176602_32650612","RNF5",0.89,0.55,0.49,0.5,0.7,0.85,0.51,0.51,0.98,0.45,6.43,0
"540","TCGA-D7-6528_6_31176602_32650612","AGER",0.29,0.83,0.49,0.5,0.33,0.33,0.33,0.51,0.45,0.45,4.51,0
"541","TCGA-D7-6528_6_31176602_32650612","PBX2",0.71,0.6,0.99,0.5,0.89,0.93,0.53,0.51,0.7,0.95,7.31,0
"542","TCGA-D7-6528_6_31176602_32650612","GPSM3",0.45,0.27,0.49,0.5,0.77,0.69,0.25,0.51,0.55,0.45,4.93,0
"543","TCGA-D7-6528_6_31176602_32650612","C6orf10",0.03,0.27,0.49,0.5,0.23,0.23,0.07,0.51,0.16,0.45,2.94,0
"544","TCGA-D7-6528_6_31176602_32650612","BTNL2",0.05,0.6,0.49,0.5,0.86,0.51,0.23,0.51,0.36,0.45,4.56,0
"545","TCGA-D7-6528_6_31176602_32650612","HLA-DRA",0.95,0.81,0.49,0.5,0.25,0.25,0.28,0.51,0.89,0.45,5.38,0
"546","TCGA-D7-6528_6_31176602_32650612","HLA-DRB5",0.67,0.5,0.49,0.5,0.26,0.26,0.36,0.51,0.66,0.45,4.66,0
"547","TCGA-D7-6528_6_31176602_32650612","HLA-DRB1",0.81,0.96,0.49,0.5,0.27,0.27,0.3,0.51,0.47,0.45,5.03,0
"548","TCGA-D7-6528_6_31176602_32650612","HLA-DQA1",0.25,0.86,0.49,0.5,0.29,0.29,0.03,0.51,0.68,0.45,4.35,0
"549","TCGA-D7-6528_6_31176602_32650612","HLA-DQB1",0.55,0.89,0.49,0.5,0.3,0.3,0.22,0.51,0.73,0.45,4.94,0
"550","TCGA-D8-A1JG_7_99683568_100530062","COPS6",0.9,0.68,0.51,0.5,0.98,0.98,0.35,0.51,0.24,0.51,6.16,0
"551","TCGA-D8-A1JG_7_99683568_100530062","MCM7",0.92,0.95,0.51,0.5,1,1,0.65,0.51,0.94,0.51,7.49,0
"552","TCGA-D8-A1JG_7_99683568_100530062","AP4M1",0.68,0.1,0.51,0.5,0.22,0.35,0.62,0.51,0.9,0.51,4.9,0
"553","TCGA-D8-A1JG_7_99683568_100530062","TAF6",0.75,0.34,0.51,0.5,0.95,0.92,0.45,0.51,0.58,0.51,6.02,0
"554","TCGA-D8-A1JG_7_99683568_100530062","CNPY4",0.72,0.42,0.51,0.5,0.66,0.65,0.72,0.51,0.84,0.51,6.04,0
"555","TCGA-D8-A1JG_7_99683568_100530062","MBLAC1",0.2,0.24,0.51,0.5,0.72,0.75,0.59,0.51,0.61,0.51,5.14,0
"556","TCGA-D8-A1JG_7_99683568_100530062","LAMTOR4",0.85,0.42,0.51,0.5,0.82,0.85,0.17,0.51,0.52,0.51,5.66,0
"557","TCGA-D8-A1JG_7_99683568_100530062","C7orf43",0.48,0.24,0.51,0.5,0.03,0.03,0.59,0.51,0.09,0.51,3.49,0
"558","TCGA-D8-A1JG_7_99683568_100530062","GAL3ST4",0.25,0.42,0.51,0.5,0.8,0.68,0.12,0.51,0.24,0.51,4.54,0
"559","TCGA-D8-A1JG_7_99683568_100530062","GPC2",0.3,0.82,0.51,0.5,0.78,0.58,0.9,0.51,1,0.51,6.41,0
"560","TCGA-D8-A1JG_7_99683568_100530062","STAG3",0.88,0.8,0.51,0.5,0.44,0.25,0.92,0.51,0.84,0.51,6.16,0
"561","TCGA-D8-A1JG_7_99683568_100530062","GATS",0.28,0.85,0.51,0.5,0.05,0.05,0.15,0.51,0.09,0.51,3.5,0
"562","TCGA-D8-A1JG_7_99683568_100530062","PVRIG",0.12,0.76,0.51,0.5,0.38,0.42,0.22,0.51,0.32,0.51,4.25,0
"563","TCGA-D8-A1JG_7_99683568_100530062","SPDYE3",0.32,0.1,0.51,0.5,0.85,0.82,0.4,0.51,0.66,0.51,5.18,0
"564","TCGA-D8-A1JG_7_99683568_100530062","PILRB",0.62,0.49,0.51,0.5,0.29,0.4,0.68,0.51,0.39,0.51,4.9,0
"565","TCGA-D8-A1JG_7_99683568_100530062","PILRA",0.35,0.49,0.51,0.5,0.6,0.55,0.3,0.51,0.09,0.51,4.41,0
"566","TCGA-D8-A1JG_7_99683568_100530062","ZCWPW1",0.42,0.1,0.51,0.5,0.1,0.1,0.55,0.51,0.52,0.51,3.82,0
"567","TCGA-D8-A1JG_7_99683568_100530062","MEPCE",0.82,0.72,0.51,0.5,0.92,0.95,0.48,0.51,0.72,0.51,6.64,0
"568","TCGA-D8-A1JG_7_99683568_100530062","PPP1R35",0.6,0.1,0.51,0.5,0.75,0.52,0.7,0.51,0.46,0.51,5.16,0
"569","TCGA-D8-A1JG_7_99683568_100530062","C7orf61",0.07,0.1,0.51,0.5,0.07,0.07,0.25,0.51,0.09,0.51,2.68,0
"570","TCGA-D8-A1JG_7_99683568_100530062","TSC22D4",0.58,0.54,0.51,0.5,0.48,0.48,0.28,0.51,0.39,0.51,4.78,0
"571","TCGA-D8-A1JG_7_99683568_100530062","NYAP1",0.03,0.34,0.51,0.5,0.5,0.8,0.03,0.51,0.94,0.51,4.67,0
"572","TCGA-D8-A1JG_7_99683568_100530062","AGFG2",0.4,0.1,0.51,0.5,0.35,0.32,0.1,0.51,0.24,0.51,3.54,0
"573","TCGA-D8-A1JG_7_99683568_100530062","LRCH4",0.7,0.34,0.51,0.5,0.56,0.28,0.5,0.51,0.42,0.51,4.83,0
"574","TCGA-D8-A1JG_7_99683568_100530062","SAP25",0.1,0.34,0.51,0.5,0.17,0.62,0.2,0.51,0.09,0.51,3.55,0
"575","TCGA-D8-A1JG_7_99683568_100530062","FBXO24",0.17,0.64,0.51,0.5,0.25,0.38,0.78,0.51,0.24,0.51,4.49,0
"576","TCGA-D8-A1JG_7_99683568_100530062","PCOLCE",0.5,0.76,0.51,0.5,0.2,0.45,0.07,0.51,0.76,0.51,4.77,0
"577","TCGA-D8-A1JG_7_99683568_100530062","MOSPD3",0.52,0.24,0.51,0.5,0.29,0.17,0.42,0.51,0.24,0.51,3.91,0
"578","TCGA-D8-A1JG_7_99683568_100530062","TFR2",0.15,0.88,0.51,0.5,0.52,0.22,0.81,0.51,0.7,0.51,5.31,0
"579","TCGA-D8-A1JG_7_99683568_100530062","ACTL6B",0.05,0.64,0.51,0.5,0.12,0.15,0.95,0.51,0.98,0.51,4.92,0
"580","TCGA-D8-A1JG_7_99683568_100530062","GNB2",1,0.7,0.51,0.5,0.66,0.72,0.75,0.51,0.46,0.51,6.32,0
"581","TCGA-D8-A1JG_7_99683568_100530062","GIGYF1",0.45,0.54,0.51,0.5,0.56,0.3,0.32,0.51,0.66,0.51,4.86,0
"582","TCGA-D8-A1JG_7_99683568_100530062","POP7",0.95,0.59,0.51,0.5,0.88,0.9,0.81,0.51,0.24,0.51,6.4,0
"583","TCGA-D8-A1JG_7_99683568_100530062","EPO",0.65,1,0.51,0.5,0.15,0.12,1,0.51,0.35,0.51,5.3,0
"584","TCGA-D8-A1JG_7_99683568_100530062","EPHB4",0.98,0.92,0.51,1,0.44,0.2,0.88,0.51,0.8,0.51,6.75,1
"585","TCGA-D8-A1JG_7_99683568_100530062","SLC12A9",0.55,0.24,0.51,0.5,0.4,0.5,0.52,0.51,0.76,0.51,5,0
"586","TCGA-D8-A1JG_7_99683568_100530062","TRIP6",0.22,0.9,0.51,0.5,0.62,0.7,0.05,0.51,0.61,0.51,5.13,0
"587","TCGA-D8-A1JG_7_99683568_100530062","SRRT",0.78,0.59,0.51,0.5,0.9,0.88,0.38,0.51,0.52,0.51,6.08,0
"588","TCGA-D8-A1JG_7_99683568_100530062","UFSP1",0.38,0.1,0.51,0.5,0.32,0.6,0.85,0.51,0.09,0.51,4.37,0
"589","TCGA-D8-A1JG_7_99683568_100530062","ACHE",0.8,0.98,0.51,0.5,0.7,0.78,0.98,0.51,0.88,0.51,7.15,0
"590","TCGA-D8-A1XQ_6_149661_1550886","IRF4",0.8,1,0.8,0.6,0.8,1,0.6,0.6,1,0.6,7.8,1
"591","TCGA-D8-A1XQ_6_149661_1550886","EXOC2",1,0.4,0.3,0.6,1,0.8,0.4,0.6,0.8,0.6,6.5,0
"592","TCGA-D8-A1XQ_6_149661_1550886","HUS1B",0.2,0.2,0.3,0.6,0.2,0.4,0.8,0.6,0.4,0.6,4.3,0
"593","TCGA-D8-A1XQ_6_149661_1550886","FOXQ1",0.4,0.8,0.8,0.6,0.4,0.2,1,0.6,0.2,0.6,5.6,0
"594","TCGA-D8-A1XQ_6_149661_1550886","FOXF2",0.6,0.6,0.8,0.6,0.6,0.6,0.2,0.6,0.6,0.6,5.8,0
"595","TCGA-DH-5140_10_112041579_112808168","MXI1",0.57,0.71,1,0.57,0.14,0.14,0.43,0.57,0.86,0.57,5.56,0
"596","TCGA-DH-5140_10_112041579_112808168","SMNDC1",0.71,0.43,0.5,0.57,1,1,1,0.57,0.36,0.57,6.71,0
"597","TCGA-DH-5140_10_112041579_112808168","DUSP5",0.29,0.86,0.5,0.57,0.71,0.71,0.29,0.57,0.14,0.57,5.21,0
"598","TCGA-DH-5140_10_112041579_112808168","RBM20",0.14,0.14,0.5,0.57,0.43,0.43,0.14,0.57,0.57,0.57,4.06,0
"599","TCGA-DH-5140_10_112041579_112808168","PDCD4",1,1,0.5,0.57,0.57,0.29,0.71,0.57,1,0.57,6.78,0
"600","TCGA-DH-5140_10_112041579_112808168","BBIP1",0.86,0.29,0.5,0.57,0.29,0.57,0.86,0.57,0.36,0.57,5.44,0
"601","TCGA-DH-5140_10_112041579_112808168","SHOC2",0.43,0.57,0.5,0.57,0.86,0.86,0.57,0.57,0.71,0.57,6.21,1
"602","TCGA-DK-A2I6_13_49165875_50446866","CYSLTR2",0.3,0.9,0.55,0.55,0.85,1,0.2,0.55,0.2,0.55,5.65,1
"603","TCGA-DK-A2I6_13_49165875_50446866","FNDC3A",0.5,0.5,0.55,0.55,0.6,0.7,0.4,0.55,0.7,0.55,5.6,0
"604","TCGA-DK-A2I6_13_49165875_50446866","MLNR",0.2,1,0.55,0.55,0.1,0.2,1,0.55,0.45,0.55,5.15,0
"605","TCGA-DK-A2I6_13_49165875_50446866","CDADC1",0.6,0.15,0.55,0.55,1,0.8,0.7,0.55,0.45,0.55,5.9,0
"606","TCGA-DK-A2I6_13_49165875_50446866","CAB39L",0.7,0.5,0.55,0.55,0.5,0.4,0.3,0.55,0.6,0.55,5.2,0
"607","TCGA-DK-A2I6_13_49165875_50446866","PHF11",0.9,0.3,0.55,0.55,0.3,0.1,0.6,0.55,0.2,0.55,4.6,0
"608","TCGA-DK-A2I6_13_49165875_50446866","RCBTB1",0.4,0.75,0.55,0.55,0.2,0.3,0.5,0.55,0.8,0.55,5.15,0
"609","TCGA-DK-A2I6_13_49165875_50446866","ARL11",0.1,0.5,0.55,0.55,0.7,0.6,0.1,0.55,0.95,0.55,5.15,0
"610","TCGA-DK-A2I6_13_49165875_50446866","EBPL",1,0.15,0.55,0.55,0.85,0.9,0.9,0.55,0.2,0.55,6.2,0
"611","TCGA-DK-A2I6_13_49165875_50446866","KPNA3",0.8,0.75,0.55,0.55,0.4,0.5,0.8,0.55,0.95,0.55,6.4,0
"612","TCGA-DK-AA6W_3_186248190_187391144","CRYGS",0.69,0.16,0.53,0.53,0.5,0.81,0.81,0.53,0.81,0.53,5.9,0
"613","TCGA-DK-AA6W_3_186248190_187391144","TBCCD1",0.81,0.16,0.53,0.53,0.31,0.38,0.62,0.53,0.16,0.53,4.56,0
"614","TCGA-DK-AA6W_3_186248190_187391144","DNAJB11",0.94,0.31,0.53,0.53,0.94,0.94,0.38,0.53,0.75,0.53,6.38,0
"615","TCGA-DK-AA6W_3_186248190_187391144","AHSG",0.44,0.69,0.53,0.53,0.69,0.44,1,0.53,0.62,0.53,6,0
"616","TCGA-DK-AA6W_3_186248190_187391144","FETUB",0.25,0.41,0.53,0.53,0.88,0.5,0.69,0.53,0.94,0.53,5.79,0
"617","TCGA-DK-AA6W_3_186248190_187391144","HRG",0.38,0.94,0.53,0.53,0.62,0.59,0.94,0.53,1,0.53,6.59,0
"618","TCGA-DK-AA6W_3_186248190_187391144","KNG1",0.19,0.62,0.53,0.53,0.81,0.69,0.56,0.53,0.56,0.53,5.55,0
"619","TCGA-DK-AA6W_3_186248190_187391144","EIF4A2",1,0.56,0.53,0.53,0.75,0.88,0.44,0.53,0.88,0.53,6.63,1
"620","TCGA-DK-AA6W_3_186248190_187391144","RFC4",0.88,0.75,0.53,0.53,1,1,0.75,0.53,0.25,0.53,6.75,0
"621","TCGA-DK-AA6W_3_186248190_187391144","ADIPOQ",0.09,0.88,0.53,0.53,0.06,0.12,0.06,0.53,0.5,0.53,3.83,0
"622","TCGA-DK-AA6W_3_186248190_187391144","ST6GAL1",0.75,0.81,0.53,0.53,0.12,0.06,0.5,0.53,0.44,0.53,4.8,0
"623","TCGA-DK-AA6W_3_186248190_187391144","RPL39L",0.5,0.25,0.53,0.53,0.56,0.75,0.25,0.53,0.38,0.53,4.81,0
"624","TCGA-DK-AA6W_3_186248190_187391144","RTP1",0.09,0.06,0.53,0.53,0.38,0.31,0.19,0.53,0.06,0.53,3.21,0
"625","TCGA-DK-AA6W_3_186248190_187391144","MASP1",0.31,0.5,0.53,0.53,0.44,0.19,0.12,0.53,0.69,0.53,4.37,0
"626","TCGA-DK-AA6W_3_186248190_187391144","RTP4",0.56,0.41,0.53,0.53,0.25,0.25,0.31,0.53,0.16,0.53,4.06,0
"627","TCGA-DK-AA6W_3_186248190_187391144","SST",0.62,1,0.53,0.53,0.19,0.59,0.88,0.53,0.31,0.53,5.71,0
"628","TCGA-DQ-7591_12_4986340_6714265","KCNA1",0.05,0.47,0.53,0.53,0.16,0.05,0.37,0.53,0.53,0.45,3.67,0
"629","TCGA-DQ-7591_12_4986340_6714265","KCNA5",0.11,0.37,0.53,0.53,0.32,0.42,0.26,0.53,0.84,0.45,4.36,0
"630","TCGA-DQ-7591_12_4986340_6714265","NTF3",0.32,0.53,0.53,0.53,0.63,0.53,0.63,0.53,1,0.45,5.68,0
"631","TCGA-DQ-7591_12_4986340_6714265","ANO2",0.16,0.42,0.53,0.53,0.74,0.58,0.21,0.53,0.08,0.45,4.23,0
"632","TCGA-DQ-7591_12_4986340_6714265","VWF",0.42,0.89,0.53,0.53,0.55,0.37,0.11,0.53,0.16,0.45,4.54,0
"633","TCGA-DQ-7591_12_4986340_6714265","CD9",0.95,0.95,0.53,0.53,0.68,0.47,0.58,0.53,0.79,0.45,6.46,0
"634","TCGA-DQ-7591_12_4986340_6714265","PLEKHG6",0.55,0.26,0.53,0.53,0.47,0.63,0.74,0.53,0.45,0.45,5.14,0
"635","TCGA-DQ-7591_12_4986340_6714265","TNFRSF1A",0.74,0.74,0.53,0.53,0.05,0.21,0.32,0.53,0.95,1,5.6,0
"636","TCGA-DQ-7591_12_4986340_6714265","SCNN1A",0.47,0.58,0.53,0.53,0.37,0.26,0.05,0.53,0.37,0.45,4.14,0
"637","TCGA-DQ-7591_12_4986340_6714265","LTBR",0.79,0.63,0.53,0.53,0.42,0.79,0.47,0.53,0.61,0.45,5.75,0
"638","TCGA-DQ-7591_12_4986340_6714265","CD27",0.26,0.84,0.53,0.53,0.11,0.68,0.42,0.53,0.89,0.45,5.24,0
"639","TCGA-DQ-7591_12_4986340_6714265","TAPBPL",0.55,0.05,0.53,0.53,0.21,0.11,0.89,0.53,0.29,0.45,4.14,0
"640","TCGA-DQ-7591_12_4986340_6714265","VAMP1",0.37,0.16,0.53,0.53,0.26,0.16,0.79,0.53,0.29,0.45,4.07,0
"641","TCGA-DQ-7591_12_4986340_6714265","MRPL51",0.89,0.11,0.53,0.53,0.79,0.74,0.84,0.53,0.08,0.45,5.49,0
"642","TCGA-DQ-7591_12_4986340_6714265","NCAPD2",0.84,0.21,0.53,0.53,1,1,1,0.53,0.21,0.92,6.77,0
"643","TCGA-DQ-7591_12_4986340_6714265","GAPDH",1,1,0.53,0.53,0.95,0.95,0.68,0.53,0.68,0.45,7.3,0
"644","TCGA-DQ-7591_12_4986340_6714265","IFFO1",0.21,0.32,0.53,0.53,0.55,0.32,0.16,0.53,0.45,0.45,4.05,0
"645","TCGA-DQ-7591_12_4986340_6714265","NOP2",0.63,0.68,0.53,0.53,0.89,0.84,0.95,0.53,0.74,0.92,7.24,0
"646","TCGA-DQ-7591_12_4986340_6714265","CHD4",0.68,0.79,0.53,0.53,0.84,0.89,0.53,0.53,0.61,0.45,6.38,1
"647","TCGA-DX-A1KU_1_178953746_179480835","FAM20B",0.8,0.5,0.6,0.5,0.8,0.8,0.4,0.6,0.4,0.6,6,0
"648","TCGA-DX-A1KU_1_178953746_179480835","TOR3A",1,0.5,0.6,0.5,0.6,0.4,0.6,0.6,0.2,0.6,5.6,0
"649","TCGA-DX-A1KU_1_178953746_179480835","ABL2",0.4,1,0.6,1,0.2,0.2,1,0.6,1,0.6,6.6,1
"650","TCGA-DX-A1KU_1_178953746_179480835","SOAT1",0.6,0.8,0.6,0.5,0.4,1,0.8,0.6,0.7,0.6,6.6,0
"651","TCGA-DX-A1KU_1_178953746_179480835","AXDND1",0.2,0.2,0.6,0.5,1,0.6,0.2,0.6,0.7,0.6,5.2,0
"652","TCGA-DX-A1KZ_5_160997549_161541875","GABRA6",1,0.33,0.67,0.67,0.67,0.67,1,0.67,1,0.67,7.35,1
"653","TCGA-DX-A1KZ_5_160997549_161541875","GABRA1",0.67,1,0.67,0.67,1,1,0.67,0.67,0.33,0.67,7.35,0
"654","TCGA-DX-A1KZ_5_160997549_161541875","GABRG2",0.33,0.67,0.67,0.67,0.33,0.33,0.33,0.67,0.67,0.67,5.34,0
"655","TCGA-DX-A1L2_1_157196178_158370884","FCRL5",0.69,0.46,0.54,0.54,0.46,0.31,0.85,0.54,0.27,0.54,5.2,0
"656","TCGA-DX-A1L2_1_157196178_158370884","FCRL4",0.15,0.38,0.54,0.54,0.92,0.92,0.23,0.54,0.27,0.54,5.03,1
"657","TCGA-DX-A1L2_1_157196178_158370884","FCRL3",0.46,0.62,0.54,0.54,0.62,0.54,0.62,0.54,1,0.54,6.02,0
"658","TCGA-DX-A1L2_1_157196178_158370884","FCRL2",0.31,0.15,0.54,0.54,0.54,0.77,0.92,0.54,0.81,0.54,5.66,0
"659","TCGA-DX-A1L2_1_157196178_158370884","FCRL1",0.15,0.27,0.54,0.54,0.31,0.23,0.23,0.54,0.69,0.54,4.04,0
"660","TCGA-DX-A1L2_1_157196178_158370884","CD5L",0.62,0.69,0.54,0.54,0.69,0.69,1,0.54,0.81,0.54,6.66,0
"661","TCGA-DX-A1L2_1_157196178_158370884","KIRREL",1,0.54,0.54,0.54,0.08,0.08,0.69,0.54,0.12,0.54,4.67,0
"662","TCGA-DX-A1L2_1_157196178_158370884","CD1D",0.92,0.92,0.54,0.54,0.85,0.85,0.77,0.54,0.92,0.54,7.39,0
"663","TCGA-DX-A1L2_1_157196178_158370884","CD1A",0.38,1,0.54,0.54,0.38,0.62,0.46,0.54,0.54,0.54,5.54,0
"664","TCGA-DX-A1L2_1_157196178_158370884","CD1C",0.77,0.85,0.54,0.54,0.23,0.46,0.08,0.54,0.62,0.54,5.17,0
"665","TCGA-DX-A1L2_1_157196178_158370884","CD1B",0.54,0.77,0.54,0.54,0.15,0.15,0.38,0.54,0.38,0.54,4.53,0
"666","TCGA-DX-A1L2_1_157196178_158370884","CD1E",0.85,0.27,0.54,0.54,0.77,0.38,0.54,0.54,0.46,0.54,5.43,0
"667","TCGA-DX-A1L2_1_157196178_158370884","OR10T2",0.15,0.08,0.54,0.54,1,1,0.23,0.54,0.12,0.54,4.74,0
"668","TCGA-DX-A2IZ_12_56011246_57267333","OR10P1",0.04,0.08,0.47,0.49,0.47,0.25,0.92,0.51,0.19,0.51,3.93,0
"669","TCGA-DX-A2IZ_12_56011246_57267333","METTL7B",0.02,0.74,0.47,0.49,0.25,0.19,0.02,0.51,0.19,0.51,3.39,0
"670","TCGA-DX-A2IZ_12_56011246_57267333","ITGA7",0.42,0.83,0.47,0.49,0.68,0.57,0.11,0.51,0.53,0.51,5.12,0
"671","TCGA-DX-A2IZ_12_56011246_57267333","RP11-644F5.10",0.28,0.08,0.47,0.49,0.02,0.02,0.66,0.51,0.19,0.51,3.23,0
"672","TCGA-DX-A2IZ_12_56011246_57267333","BLOC1S1",0.85,0.21,0.47,0.49,0.21,0.21,0.19,0.51,1,0.51,4.65,0
"673","TCGA-DX-A2IZ_12_56011246_57267333","RDH5",0.34,0.47,0.47,0.49,0.75,0.62,0.13,0.51,0.59,0.51,4.88,0
"674","TCGA-DX-A2IZ_12_56011246_57267333","CD63",0.94,0.92,0.47,0.49,0.51,0.34,0.31,0.51,0.45,0.51,5.45,0
"675","TCGA-DX-A2IZ_12_56011246_57267333","GDF11",0.32,0.81,0.47,0.49,0.32,0.51,0.53,0.51,0.75,0.51,5.22,0
"676","TCGA-DX-A2IZ_12_56011246_57267333","SARNP",0.77,0.3,0.47,0.49,0.87,0.79,0.45,0.51,0.84,0.51,6,0
"677","TCGA-DX-A2IZ_12_56011246_57267333","RP11-762I7.5",0.23,0.08,0.47,0.49,0.04,0.04,0.94,0.51,0.19,0.51,3.5,0
"678","TCGA-DX-A2IZ_12_56011246_57267333","ORMDL2",0.75,0.3,0.47,0.49,0.38,0.36,0.58,0.51,0.59,0.51,4.94,0
"679","TCGA-DX-A2IZ_12_56011246_57267333","DNAJC14",0.72,0.08,0.47,0.49,0.19,0.17,0.87,0.51,0.19,0.51,4.2,0
"680","TCGA-DX-A2IZ_12_56011246_57267333","MMP19",0.15,0.77,0.47,0.49,0.28,0.23,0.09,0.51,0.84,0.51,4.34,0
"681","TCGA-DX-A2IZ_12_56011246_57267333","WIBG",0.59,0.08,0.47,0.49,0.06,0.06,0.36,0.51,0.19,0.51,3.32,0
"682","TCGA-DX-A2IZ_12_56011246_57267333","DGKA",0.45,0.68,0.47,0.49,0.45,0.55,0.4,0.51,0.42,0.51,4.93,0
"683","TCGA-DX-A2IZ_12_56011246_57267333","PMEL",0.3,0.85,0.47,0.49,0.23,0.26,0.75,0.51,0.19,0.51,4.56,0
"684","TCGA-DX-A2IZ_12_56011246_57267333","CDK2",0.55,1,0.47,0.99,0.94,0.98,0.68,0.51,0.96,0.51,7.59,0
"685","TCGA-DX-A2IZ_12_56011246_57267333","RAB5B",0.67,0.57,0.47,0.49,0.17,0.3,0.23,0.51,0.42,0.51,4.34,0
"686","TCGA-DX-A2IZ_12_56011246_57267333","SUOX",0.4,0.4,0.47,0.49,0.64,0.53,0.15,0.51,0.19,0.51,4.29,0
"687","TCGA-DX-A2IZ_12_56011246_57267333","IKZF4",0.26,0.21,0.97,0.49,0.55,0.28,0.31,0.51,0.68,0.51,4.77,0
"688","TCGA-DX-A2IZ_12_56011246_57267333","RPS26",0.89,0.53,0.47,0.49,0.08,0.08,0.49,0.51,0.68,0.51,4.73,0
"689","TCGA-DX-A2IZ_12_56011246_57267333","ERBB3",0.13,0.96,0.47,0.99,0.77,0.96,0.06,0.51,0.89,0.51,6.25,1
"690","TCGA-DX-A2IZ_12_56011246_57267333","RP11-603J24.9",0.08,0.08,0.47,0.49,0.09,0.09,0.96,0.51,0.19,0.51,3.47,0
"691","TCGA-DX-A2IZ_12_56011246_57267333","PA2G4",0.67,0.75,0.97,0.49,0.92,0.89,0.34,0.51,0.84,0.51,6.89,0
"692","TCGA-DX-A2IZ_12_56011246_57267333","RPL41",0.98,0.5,0.47,0.49,0.85,0.75,0.21,0.51,0.19,0.51,5.46,0
"693","TCGA-DX-A2IZ_12_56011246_57267333","ZC3H10",0.25,0.21,0.47,0.49,0.62,0.7,0.26,0.51,0.68,0.51,4.7,0
"694","TCGA-DX-A2IZ_12_56011246_57267333","ESYT1",0.7,0.25,0.47,0.49,0.72,0.48,0.28,0.51,0.84,0.51,5.25,0
"695","TCGA-DX-A2IZ_12_56011246_57267333","MYL6B",0.81,0.17,0.47,0.49,0.34,0.38,0.51,0.51,0.92,0.51,5.11,0
"696","TCGA-DX-A2IZ_12_56011246_57267333","MYL6",0.96,0.43,0.47,0.49,0.57,0.83,0.17,0.51,0.92,0.51,5.86,0
"697","TCGA-DX-A2IZ_12_56011246_57267333","SMARCC2",0.74,0.6,0.47,0.49,0.53,0.77,0.81,0.51,0.94,0.51,6.37,0
"698","TCGA-DX-A2IZ_12_56011246_57267333","RNF41",0.59,0.5,0.47,0.49,0.7,0.72,0.64,0.51,0.72,0.51,5.85,0
