"","ID","gene_name","rank_expr_norm","rank_pubmed_mean_norm","rank_tf_norm","rank_kinase_norm","rank_crisp_mean_norm","rank_crisp_min_norm","rank_expr_fold_change_norm","rank_is_TSG_norm","rank_GO_term_norm","rank_PPI_norm","SUM_RANK","is_oncogene"
"1166","TCGA-IB-AAUQ_19_39686237_41174893","SHKBP1",0.76,0.54,0.47,0.47,0.13,0.7,0.39,0.51,0.6,0.51,5.08,0
"1167","TCGA-IB-AAUQ_19_39686237_41174893","LTBP4",0.89,0.8,0.47,0.47,0.83,0.22,0.8,0.51,0.54,0.51,6.04,0
"1168","TCGA-IB-AAUQ_19_39686237_41174893","NUMBL",0.5,0.78,0.47,0.47,0.37,0.46,0.22,0.51,0.57,0.51,4.86,0
"1169","TCGA-AX-A2H4_3_168347911_169308593","MECOM",1,1,1,1,1,1,1,1,1,1,10,1
"1170","TCGA-DK-A3IK_1_160033143_160803542","KCNJ10",0.17,0.42,0.5,0.52,0.52,0.25,0.7,0.52,0.3,0.52,4.42,0
"1171","TCGA-DK-A3IK_1_160033143_160803542","KCNJ9",0.05,0.1,0.5,0.52,0.95,0.9,0.8,0.52,0.07,0.52,4.93,0
"1172","TCGA-DK-A3IK_1_160033143_160803542","IGSF8",0.65,0.28,0.5,0.52,0.4,0.58,0.6,0.52,0.65,0.52,5.22,0
"1173","TCGA-DK-A3IK_1_160033143_160803542","ATP1A2",0.3,0.65,0.5,0.52,0.65,0.35,0.05,0.52,0.8,0.52,4.86,0
"1174","TCGA-DK-A3IK_1_160033143_160803542","ATP1A4",0.8,0.2,0.5,0.52,0.75,0.75,1,0.52,1,0.52,6.56,0
"1175","TCGA-DK-A3IK_1_160033143_160803542","CASQ1",0.75,0.35,0.5,0.52,0.3,0.15,0.95,0.52,0.35,0.52,4.91,0
"1176","TCGA-DK-A3IK_1_160033143_160803542","PEA15",1,0.9,0.5,0.52,0.15,0.95,0.55,0.52,0.25,0.52,5.86,0
"1177","TCGA-DK-A3IK_1_160033143_160803542","DCAF8",0.9,0.1,0.5,0.52,0.9,0.7,0.75,0.52,0.07,0.52,5.48,0
"1178","TCGA-DK-A3IK_1_160033143_160803542","PEX19",0.7,0.28,0.5,0.52,0.85,0.8,0.5,0.52,0.85,0.52,6.04,0
"1179","TCGA-DK-A3IK_1_160033143_160803542","COPA",0.85,0.8,0.5,0.52,1,1,0.65,0.52,0.48,0.52,6.84,0
"1180","TCGA-DK-A3IK_1_160033143_160803542","NCSTN",0.95,0.58,0.5,0.52,0.1,0.65,0.85,0.52,0.9,0.52,6.09,1
"1181","TCGA-DK-A3IK_1_160033143_160803542","NHLH1",0.4,0.1,1,0.52,0.05,0.05,0.9,0.52,0.2,0.52,4.26,0
"1182","TCGA-DK-A3IK_1_160033143_160803542","VANGL2",0.55,1,0.5,0.52,0.8,0.3,0.4,0.52,0.55,0.52,5.66,0
"1183","TCGA-DK-A3IK_1_160033143_160803542","SLAMF6",0.35,0.7,0.5,0.52,0.6,0.2,0.3,0.52,0.72,0.52,4.93,0
"1184","TCGA-DK-A3IK_1_160033143_160803542","CD84",0.17,0.5,0.5,0.52,0.25,0.1,0.2,0.52,0.72,0.52,4,0
"1185","TCGA-DK-A3IK_1_160033143_160803542","SLAMF1",0.1,0.58,0.5,0.52,0.35,0.45,0.1,0.52,0.15,0.52,3.79,0
"1186","TCGA-DK-A3IK_1_160033143_160803542","CD48",0.6,0.95,0.5,0.52,0.45,0.85,0.15,0.52,0.48,0.52,5.54,0
"1187","TCGA-DK-A3IK_1_160033143_160803542","SLAMF7",0.5,0.75,0.5,0.52,0.7,0.4,0.45,0.52,0.95,0.52,5.81,0
"1188","TCGA-DK-A3IK_1_160033143_160803542","LY9",0.45,0.42,0.5,0.52,0.52,0.58,0.35,0.52,0.6,0.52,4.98,0
"1189","TCGA-DK-A3IK_1_160033143_160803542","CD244",0.25,0.85,0.5,0.52,0.2,0.5,0.25,0.52,0.4,0.52,4.51,0
"1190","TCGA-DX-A1L0_12_70780659_72162641","KCNMB4",1,0.4,0.5,0.55,0.7,0.7,0.8,0.55,0.7,0.55,6.45,0
"1191","TCGA-DX-A1L0_12_70780659_72162641","PTPRR",0.3,0.7,0.5,0.55,0.5,0.5,0.2,0.55,0.8,0.55,5.15,0
"1192","TCGA-DX-A1L0_12_70780659_72162641","CTD-2021H9.3",0.2,0.2,0.5,0.55,0.1,0.1,0.9,0.55,0.3,0.55,3.95,0
"1193","TCGA-DX-A1L0_12_70780659_72162641","TSPAN8",0.8,0.9,0.5,0.55,0.6,0.8,0.6,0.55,0.6,0.55,6.45,0
"1194","TCGA-DX-A1L0_12_70780659_72162641","LGR5",0.1,1,0.5,0.55,0.4,0.6,0.7,0.55,0.9,0.55,5.85,1
"1195","TCGA-DX-A1L0_12_70780659_72162641","ZFC3H1",0.6,0.6,0.5,0.55,1,0.9,0.3,0.55,0.3,0.55,5.85,0
"1196","TCGA-DX-A1L0_12_70780659_72162641","THAP2",0.7,0.5,1,0.55,0.3,0.4,0.5,0.55,0.3,0.55,5.35,0
"1197","TCGA-DX-A1L0_12_70780659_72162641","RP11-293I14.2",0.4,0.2,0.5,0.55,0.2,0.2,1,0.55,0.3,0.55,4.45,0
"1198","TCGA-DX-A1L0_12_70780659_72162641","TMEM19",0.9,0.2,0.5,0.55,0.8,0.3,0.4,0.55,0.3,0.55,5.05,0
"1199","TCGA-DX-A1L0_12_70780659_72162641","RAB21",0.5,0.8,0.5,0.55,0.9,1,0.1,0.55,1,0.55,6.45,0
"1200","TCGA-E2-A1B0_8_68721847_69486868","PREX2",1,1,0.75,0.75,0.5,0.5,0.5,0.75,1,0.75,7.5,1
"1201","TCGA-E2-A1B0_8_68721847_69486868","C8orf34",0.5,0.5,0.75,0.75,1,1,1,0.75,0.5,0.75,7.5,0
"1202","TCGA-60-2723_12_65556130_66526360","LEMD3",0.5,0.5,0.5,0.58,0.83,0.67,0.5,0.58,0.67,0.58,5.91,0
"1203","TCGA-60-2723_12_65556130_66526360","MSRB3",0.33,0.83,0.5,0.58,0.33,0.33,0.33,0.58,0.33,0.58,4.72,0
"1204","TCGA-60-2723_12_65556130_66526360","HMGA2",0.67,1,1,0.58,0.5,1,1,0.58,1,0.58,7.91,1
"1205","TCGA-60-2723_12_65556130_66526360","RP11-366L20.2",0.17,0.17,0.5,0.58,0.17,0.17,0.83,0.58,0.17,0.58,3.92,0
"1206","TCGA-60-2723_12_65556130_66526360","LLPH",1,0.33,0.5,0.58,1,0.83,0.67,0.58,0.5,0.58,6.57,0
"1207","TCGA-60-2723_12_65556130_66526360","TMBIM4",0.83,0.67,0.5,0.58,0.67,0.5,0.17,0.58,0.83,0.58,5.91,0
"1208","TCGA-A8-A09D_20_51653799_52496001","TSHZ2",0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75,6,0
"1209","TCGA-A8-A09D_20_51653799_52496001","ZNF217",1,1,0.75,0.75,1,1,1,0.75,1,0.75,9,1
"1210","TCGA-3X-AAVC_6_43235405_44061607","TTBK1",0.22,0.19,0.5,1,0.39,0.33,0.11,0.53,1,0.53,4.8,0
"1211","TCGA-3X-AAVC_6_43235405_44061607","SLC22A7",0.06,0.72,0.5,0.5,0.44,0.22,0.06,0.53,0.47,0.53,4.03,0
"1212","TCGA-3X-AAVC_6_43235405_44061607","CRIP3",0.44,0.58,0.5,0.5,0.28,0.39,0.61,0.53,0.19,0.53,4.55,0
"1213","TCGA-3X-AAVC_6_43235405_44061607","ZNF318",0.5,0.42,1,0.5,0.22,0.44,0.72,0.53,0.47,0.53,5.33,0
"1214","TCGA-3X-AAVC_6_43235405_44061607","ABCC10",0.56,0.94,0.5,0.5,0.5,0.28,0.89,0.53,0.47,0.53,5.7,0
"1215","TCGA-3X-AAVC_6_43235405_44061607","DLK2",0.17,0.78,0.5,0.5,0.11,0.17,0.83,0.53,0.83,0.53,4.95,0
"1216","TCGA-3X-AAVC_6_43235405_44061607","TJAP1",0.67,0.19,0.5,0.5,0.56,0.56,0.78,0.53,0.47,0.53,5.29,0
"1217","TCGA-3X-AAVC_6_43235405_44061607","LRRC73",0.28,0.19,0.5,0.5,0.67,0.5,0.94,0.53,0.19,0.53,4.83,0
"1218","TCGA-3X-AAVC_6_43235405_44061607","POLR1C",0.78,0.42,0.5,0.5,1,1,0.56,0.53,0.67,0.53,6.49,0
"1219","TCGA-3X-AAVC_6_43235405_44061607","YIPF3",0.94,0.06,0.5,0.5,0.72,0.67,0.17,0.53,0.19,0.53,4.81,0
"1220","TCGA-3X-AAVC_6_43235405_44061607","XPO5",0.61,0.83,0.5,0.5,0.89,0.89,0.44,0.53,0.94,0.53,6.66,0
"1221","TCGA-3X-AAVC_6_43235405_44061607","POLH",0.39,0.89,0.5,0.5,0.61,0.61,0.22,0.53,0.61,0.53,5.39,0
"1222","TCGA-3X-AAVC_6_43235405_44061607","GTPBP2",0.72,0.67,0.5,0.5,0.33,0.78,0.67,0.53,0.89,0.53,6.12,0
"1223","TCGA-3X-AAVC_6_43235405_44061607","MAD2L1BP",0.83,0.19,0.5,0.5,0.94,0.94,0.5,0.53,0.72,0.53,6.18,0
"1224","TCGA-3X-AAVC_6_43235405_44061607","RSPH9",0.11,0.42,0.5,0.5,0.78,0.72,0.28,0.53,0.19,0.53,4.56,0
"1225","TCGA-3X-AAVC_6_43235405_44061607","MRPS18A",0.89,0.58,0.5,0.5,0.83,0.83,0.33,0.53,0.19,0.53,5.71,0
"1226","TCGA-3X-AAVC_6_43235405_44061607","VEGFA",1,1,0.5,0.5,0.17,0.11,0.39,0.53,0.78,0.53,5.51,1
"1227","TCGA-3X-AAVC_6_43235405_44061607","C6orf223",0.33,0.42,0.5,0.5,0.06,0.06,1,0.53,0.19,0.53,4.12,0
"1228","TCGA-DK-AA6W_3_181829951_182751411","ATP11B",0.67,0.5,0.67,0.67,1,0.67,0.67,0.67,0.67,0.67,6.86,0
"1229","TCGA-DK-AA6W_3_181829951_182751411","DCUN1D1",1,1,0.67,0.67,0.67,1,1,0.67,1,0.67,8.35,1
"1230","TCGA-DK-AA6W_3_181829951_182751411","MCCC1",0.33,0.5,0.67,0.67,0.33,0.33,0.33,0.67,0.33,0.67,4.83,0
"1231","TCGA-VR-AA7I_7_116154783_117200481","CAV1",1,0.89,0.56,0.5,0.33,0.56,1,0.56,0.78,0.56,6.74,0
"1232","TCGA-VR-AA7I_7_116154783_117200481","MET",0.78,1,0.56,1,1,1,0.89,0.56,0.44,0.56,7.79,1
"1233","TCGA-VR-AA7I_7_116154783_117200481","CAPZA2",0.89,0.44,0.56,0.5,0.67,0.89,0.33,0.56,0.67,0.56,6.07,0
"1234","TCGA-VR-AA7I_7_116154783_117200481","ST7",0.67,0.56,0.56,0.5,0.78,0.33,0.44,0.56,0.22,0.56,5.18,0
"1235","TCGA-VR-AA7I_7_116154783_117200481","ST7-OT4",0.56,0.17,0.56,0.5,0.11,0.11,0.56,0.56,0.22,0.56,3.91,0
"1236","TCGA-VR-AA7I_7_116154783_117200481","AC106873.4",0.22,0.17,0.56,0.5,0.22,0.22,0.78,0.56,0.22,0.56,4.01,0
"1237","TCGA-VR-AA7I_7_116154783_117200481","WNT2",0.44,0.67,0.56,0.5,0.44,0.67,0.67,0.56,0.56,0.56,5.63,0
"1238","TCGA-VR-AA7I_7_116154783_117200481","ASZ1",0.11,0.33,0.56,0.5,0.89,0.78,0.11,0.56,1,0.56,5.4,0
"1239","TCGA-VR-AA7I_7_116154783_117200481","CFTR",0.33,0.78,0.56,0.5,0.56,0.44,0.22,0.56,0.89,0.56,5.4,0
"1240","TCGA-D8-A142_10_123088154_123732431","FGFR2",0.67,1,0.67,1,0.67,1,1,0.67,1,0.67,8.35,1
"1241","TCGA-D8-A142_10_123088154_123732431","ATE1",0.33,0.67,0.67,0.5,0.33,0.33,0.33,0.67,0.33,0.67,4.83,0
"1242","TCGA-D8-A142_10_123088154_123732431","NSMCE4A",1,0.33,0.67,0.5,1,0.67,0.67,0.67,0.67,0.67,6.85,0
"1243","TCGA-46-3765_5_11473704_13191338","CTNND2",1,1,1,1,1,1,1,1,1,1,10,1
"1244","TCGA-A8-A09D_12_69102115_69776800","NUP107",0.57,0.57,0.57,0.57,1,0.57,0.29,0.57,0.71,0.57,5.99,0
"1245","TCGA-A8-A09D_12_69102115_69776800","SLC35E3",0.14,0.14,0.57,0.57,0.29,0.29,0.57,0.57,0.14,0.57,3.85,0
"1246","TCGA-A8-A09D_12_69102115_69776800","MDM2",0.86,1,0.57,0.57,0.57,1,1,0.57,0.57,0.57,7.28,1
"1247","TCGA-A8-A09D_12_69102115_69776800","CPM",0.71,0.86,0.57,0.57,0.43,0.43,0.43,0.57,0.29,0.57,5.43,0
"1248","TCGA-A8-A09D_12_69102115_69776800","CPSF6",0.29,0.29,0.57,0.57,0.86,0.86,0.14,0.57,0.43,0.57,5.15,0
"1249","TCGA-A8-A09D_12_69102115_69776800","LYZ",1,0.71,0.57,0.57,0.14,0.14,0.86,0.57,1,0.57,6.13,0
"1250","TCGA-A8-A09D_12_69102115_69776800","YEATS4",0.43,0.43,0.57,0.57,0.71,0.71,0.71,0.57,0.86,0.57,6.13,0
"1251","TCGA-R6-A6XG_12_24453453_25687715","BCAT1",0.33,0.83,0.58,0.58,0.83,0.83,0.17,0.58,1,0.5,6.23,0
"1252","TCGA-R6-A6XG_12_24453453_25687715","C12orf77",0.17,0.17,0.58,0.58,0.17,0.17,0.5,0.58,0.42,0.5,3.84,0
"1253","TCGA-R6-A6XG_12_24453453_25687715","LRMP",0.5,0.67,0.58,0.58,0.33,0.33,0.33,0.58,0.42,0.5,4.82,0
"1254","TCGA-R6-A6XG_12_24453453_25687715","CASC1",0.67,0.5,0.58,0.58,0.5,0.5,0.67,0.58,0.42,0.5,5.5,0
"1255","TCGA-R6-A6XG_12_24453453_25687715","LYRM5",1,0.33,0.58,0.58,0.67,0.67,0.83,0.58,0.42,0.5,6.16,0
"1256","TCGA-R6-A6XG_12_24453453_25687715","KRAS",0.83,1,0.58,0.58,1,1,1,0.58,0.83,1,8.4,1
"1257","TCGA-FU-A40J_20_29835049_30326380","DEFB115",0.29,0.29,0.54,0.54,0.75,0.58,0.54,0.54,0.33,0.54,4.94,0
"1258","TCGA-FU-A40J_20_29835049_30326380","DEFB116",0.29,0.29,0.54,0.54,0.33,0.42,0.54,0.54,0.33,0.54,4.36,0
"1259","TCGA-FU-A40J_20_29835049_30326380","DEFB118",0.29,0.62,0.54,0.54,0.5,0.5,0.54,0.54,0.75,0.54,5.36,0
"1260","TCGA-FU-A40J_20_29835049_30326380","DEFB119",0.29,0.29,0.54,0.54,0.25,0.25,0.54,0.54,0.33,0.54,4.11,0
"1261","TCGA-FU-A40J_20_29835049_30326380","DEFB121",0.29,0.29,0.54,0.54,0.42,0.17,0.54,0.54,0.33,0.54,4.2,0
"1262","TCGA-FU-A40J_20_29835049_30326380","DEFB123",0.29,0.29,0.54,0.54,0.08,0.33,0.54,0.54,0.33,0.54,4.02,0
"1263","TCGA-FU-A40J_20_29835049_30326380","DEFB124",0.75,0.62,0.54,0.54,0.17,0.08,0.83,0.54,0.83,0.54,5.44,0
"1264","TCGA-FU-A40J_20_29835049_30326380","REM1",0.67,0.29,0.54,0.54,0.92,0.92,0.17,0.54,0.62,0.54,5.75,0
"1265","TCGA-FU-A40J_20_29835049_30326380","HM13",1,0.83,0.54,0.54,0.83,0.67,0.92,0.54,0.62,0.54,7.03,0
"1266","TCGA-FU-A40J_20_29835049_30326380","ID1",0.83,1,0.54,0.54,0.67,0.83,0.25,0.54,0.92,0.54,6.66,1
"1267","TCGA-FU-A40J_20_29835049_30326380","COX4I2",0.58,0.75,0.54,0.54,0.58,0.75,0.08,0.54,0.08,0.54,4.98,0
"1268","TCGA-FU-A40J_20_29835049_30326380","BCL2L1",0.92,0.92,0.54,0.54,1,1,1,0.54,1,0.54,8,0
"1269","TCGA-38-4631_22_21220004_21845355","SNAP29",0.9,0.9,0.45,0.55,0.9,0.8,0.9,0.55,0.7,0.55,7.2,0
"1270","TCGA-38-4631_22_21220004_21845355","CRKL",0.8,1,0.45,0.55,1,1,0.7,0.55,0.8,0.55,7.4,1
"1271","TCGA-38-4631_22_21220004_21845355","AIFM3",0.7,0.7,0.45,0.55,0.6,0.5,1,0.55,0.25,0.55,5.85,0
"1272","TCGA-38-4631_22_21220004_21845355","THAP7",1,0.45,0.95,0.55,0.8,0.7,0.8,0.55,0.55,0.55,6.9,0
"1273","TCGA-38-4631_22_21220004_21845355","P2RX6",0.5,0.45,0.45,0.55,0.4,0.4,0.4,0.55,0.55,0.55,4.8,0
"1274","TCGA-38-4631_22_21220004_21845355","SLC7A4",0.2,0.6,0.45,0.55,0.5,0.6,0.1,0.55,0.25,0.55,4.35,0
"1275","TCGA-38-4631_22_21220004_21845355","POM121L7",0.3,0.15,0.45,0.55,0.1,0.1,0.5,0.55,0.25,0.55,3.5,0
"1276","TCGA-38-4631_22_21220004_21845355","GGT2",0.4,0.3,0.45,0.55,0.2,0.2,0.2,0.55,0.25,0.55,3.65,0
"1277","TCGA-38-4631_22_21220004_21845355","RIMBP3B",0.1,0.15,0.45,0.55,0.3,0.3,0.3,0.55,0.95,0.55,4.2,0
"1278","TCGA-38-4631_22_21220004_21845355","HIC2",0.6,0.8,0.95,0.55,0.7,0.9,0.6,0.55,0.95,0.55,7.15,0
"1279","TCGA-60-2711_1_39759920_40994090","MACF1",0.68,0.91,0.41,0.52,0.68,0.64,0.27,0.52,0.73,0.52,5.88,0
"1280","TCGA-60-2711_1_39759920_40994090","BMP8A",0.18,0.45,0.41,0.52,0.23,0.23,0.68,0.52,0.59,0.52,4.33,0
"1281","TCGA-60-2711_1_39759920_40994090","PABPC4",1,0.55,0.41,0.52,0.73,0.68,0.86,0.52,1,0.52,6.79,0
"1282","TCGA-60-2711_1_39759920_40994090","HEYL",0.23,0.86,0.91,0.52,0.18,0.09,0.05,0.52,0.91,0.52,4.79,0
"1283","TCGA-60-2711_1_39759920_40994090","NT5C1A",0.05,0.32,0.41,0.52,0.05,0.05,0.14,0.52,0.09,0.52,2.67,0
"1284","TCGA-60-2711_1_39759920_40994090","HPCAL4",0.14,0.41,0.41,0.52,0.77,0.55,0.09,0.52,0.25,0.52,4.18,0
"1285","TCGA-60-2711_1_39759920_40994090","PPIE",0.82,0.32,0.41,0.52,1,0.95,0.82,0.52,0.5,0.52,6.38,0
"1286","TCGA-60-2711_1_39759920_40994090","BMP8B",0.32,0.64,0.41,0.52,0.86,1,0.64,0.52,0.8,0.52,6.23,0
"1287","TCGA-60-2711_1_39759920_40994090","OXCT2",0.27,0.09,0.41,0.52,0.32,0.32,0.59,0.52,0.09,0.52,3.65,0
"1288","TCGA-60-2711_1_39759920_40994090","TRIT1",0.77,0.55,0.41,0.52,0.82,0.73,0.95,0.52,0.25,0.52,6.04,0
"1289","TCGA-60-2711_1_39759920_40994090","MYCL",0.86,0.95,0.91,0.52,0.59,0.86,1,0.52,0.95,0.52,7.68,1
"1290","TCGA-60-2711_1_39759920_40994090","MFSD2A",0.55,0.68,0.41,0.52,0.55,0.45,0.18,0.52,0.86,0.52,5.24,0
"1291","TCGA-60-2711_1_39759920_40994090","CAP1",0.91,1,0.41,0.52,0.95,0.91,0.36,0.52,0.36,0.52,6.46,0
"1292","TCGA-60-2711_1_39759920_40994090","PPT1",0.95,0.73,0.41,0.52,0.41,0.59,0.45,0.52,0.64,0.52,5.74,0
"1293","TCGA-60-2711_1_39759920_40994090","RLF",0.5,0.82,0.91,0.52,0.64,0.36,0.55,0.52,0.8,0.52,6.14,0
"1294","TCGA-60-2711_1_39759920_40994090","TMCO2",0.09,0.09,0.41,0.52,0.09,0.18,0.23,0.52,0.09,0.52,2.74,0
"1295","TCGA-60-2711_1_39759920_40994090","ZMPSTE24",0.73,0.77,0.41,0.52,0.5,0.41,0.5,0.52,0.41,0.52,5.29,0
"1296","TCGA-60-2711_1_39759920_40994090","COL9A2",0.36,0.55,0.41,0.52,0.27,0.27,0.41,0.52,0.5,0.52,4.33,0
"1297","TCGA-60-2711_1_39759920_40994090","SMAP2",0.64,0.2,0.41,0.52,0.14,0.14,0.32,0.52,0.25,0.52,3.66,0
"1298","TCGA-60-2711_1_39759920_40994090","ZFP69B",0.41,0.2,0.91,0.52,0.45,0.82,0.91,0.52,0.5,0.52,5.76,0
"1299","TCGA-60-2711_1_39759920_40994090","ZFP69",0.45,0.09,0.91,0.52,0.91,0.77,0.73,0.52,0.68,0.52,6.1,0
"1300","TCGA-60-2711_1_39759920_40994090","EXO5",0.59,0.32,0.41,0.52,0.36,0.5,0.77,0.52,0.25,0.52,4.76,0
"1301","TCGA-GV-A40E_6_17057496_18731778","STMND1",0.09,0.09,0.55,0.55,0.18,0.36,0.73,0.55,0.18,0.5,3.78,0
"1302","TCGA-GV-A40E_6_17057496_18731778","RBM24",0.18,0.73,0.55,0.55,0.45,0.64,0.09,0.55,0.82,0.5,5.06,0
"1303","TCGA-GV-A40E_6_17057496_18731778","CAP2",0.36,0.64,0.55,0.55,0.09,0.09,0.18,0.55,0.5,0.5,4.01,0
"1304","TCGA-GV-A40E_6_17057496_18731778","FAM8A1",0.55,0.18,0.55,0.55,0.82,0.73,0.36,0.55,0.18,0.5,4.97,0
"1305","TCGA-GV-A40E_6_17057496_18731778","NUP153",0.82,0.82,0.55,0.55,1,1,0.64,0.55,0.36,0.5,6.79,0
"1306","TCGA-GV-A40E_6_17057496_18731778","KIF13A",0.73,0.36,0.55,0.55,0.73,0.55,0.27,0.55,0.91,0.5,5.7,0
"1307","TCGA-GV-A40E_6_17057496_18731778","NHLRC1",0.27,0.27,0.55,0.55,0.64,0.91,0.91,0.55,0.64,0.5,5.79,0
"1308","TCGA-GV-A40E_6_17057496_18731778","TPMT",0.64,0.91,0.55,0.55,0.55,0.27,0.45,0.55,0.18,0.5,5.15,0
"1309","TCGA-GV-A40E_6_17057496_18731778","KDM1B",0.45,0.55,0.55,0.55,0.91,0.82,0.55,0.55,0.5,1,6.43,0
"1310","TCGA-GV-A40E_6_17057496_18731778","DEK",1,1,0.55,0.55,0.27,0.45,0.82,0.55,0.73,0.5,6.42,1
"1311","TCGA-GV-A40E_6_17057496_18731778","RNF144B",0.91,0.45,0.55,0.55,0.36,0.18,1,0.55,1,0.5,6.05,0
"1312","TCGA-DK-AA75_6_20209344_22047517","MBOAT1",0.25,0.25,0.38,0.62,0.75,0.5,0.25,0.62,1,0.5,5.12,0
"1313","TCGA-DK-AA75_6_20209344_22047517","E2F3",0.75,0.75,0.88,0.62,1,1,1,0.62,0.75,1,8.37,1
"1314","TCGA-DK-AA75_6_20209344_22047517","CDKAL1",0.5,0.5,0.38,0.62,0.25,0.25,0.75,0.62,0.25,0.5,4.62,0
"1315","TCGA-DK-AA75_6_20209344_22047517","SOX4",1,1,0.88,0.62,0.5,0.75,0.5,0.62,0.5,0.5,6.87,0
"1316","TCGA-EO-A3KU_11_14129627_15521596","RRAS2",0.75,0.5,0.56,0.56,0.62,0.75,0.5,0.56,0.62,1,6.42,1
"1317","TCGA-EO-A3KU_11_14129627_15521596","COPB1",0.88,0.25,0.56,0.56,0.88,1,0.38,0.56,0.12,0.44,5.63,0
"1318","TCGA-EO-A3KU_11_14129627_15521596","PSMA1",1,0.38,0.56,0.56,1,0.88,0.19,0.56,0.44,0.44,6.01,0
"1319","TCGA-EO-A3KU_11_14129627_15521596","PDE3B",0.25,0.69,0.56,0.56,0.38,0.38,0.75,0.56,0.75,0.88,5.76,0
"1320","TCGA-EO-A3KU_11_14129627_15521596","CYP2R1",0.38,1,0.56,0.56,0.12,0.25,0.19,0.56,1,0.44,5.06,0
"1321","TCGA-EO-A3KU_11_14129627_15521596","CALCB",0.5,0.12,0.56,0.56,0.75,0.62,0.88,0.56,0.25,0.44,5.24,0
"1322","TCGA-EO-A3KU_11_14129627_15521596","CALCA",0.62,0.88,0.56,0.56,0.25,0.5,1,0.56,0.88,0.44,6.25,0
"1323","TCGA-EO-A3KU_11_14129627_15521596","INSC",0.12,0.69,0.56,0.56,0.5,0.12,0.62,0.56,0.44,0.44,4.61,0
"1324","TCGA-MN-A4N1_14_36205932_37266022","RALGAPA1",0.62,0.12,0.38,0.56,1,0.75,0.88,0.56,0.88,0.44,6.19,0
"1325","TCGA-MN-A4N1_14_36205932_37266022","BRMS1L",0.38,0.62,0.38,0.56,0.88,0.62,0.62,0.56,0.5,0.44,5.56,0
"1326","TCGA-MN-A4N1_14_36205932_37266022","MBIP",0.75,0.38,0.38,0.56,0.75,0.88,0.25,0.56,0.38,0.44,5.33,0
"1327","TCGA-MN-A4N1_14_36205932_37266022","SFTA3",0.94,0.25,0.38,0.56,0.12,0.12,0.12,0.56,0.62,0.94,4.61,0
"1328","TCGA-MN-A4N1_14_36205932_37266022","NKX2-1",0.94,1,0.88,0.56,0.25,0.25,0.5,0.56,1,0.94,6.88,1
"1329","TCGA-MN-A4N1_14_36205932_37266022","NKX2-8",0.25,0.75,0.88,0.56,0.38,0.38,0.75,0.56,0.75,0.44,5.7,0
"1330","TCGA-MN-A4N1_14_36205932_37266022","PAX9",0.5,0.88,0.88,0.56,0.62,1,1,0.56,0.25,0.44,6.69,0
"1331","TCGA-MN-A4N1_14_36205932_37266022","SLC25A21",0.12,0.5,0.38,0.56,0.5,0.5,0.38,0.56,0.12,0.44,4.06,0
"1332","TCGA-21-1081_13_113278593_114817588","ATP11A",0.56,0.5,0.5,0.5,0.67,0.33,0.17,0.53,0.17,0.53,4.46,0
"1333","TCGA-21-1081_13_113278593_114817588","MCF2L",0.44,0.56,0.5,0.5,0.89,0.56,0.22,0.53,0.94,0.53,5.67,0
"1334","TCGA-21-1081_13_113278593_114817588","F7",0.11,0.78,0.5,0.5,0.72,0.5,0.39,0.53,0.67,0.53,5.23,0
"1335","TCGA-21-1081_13_113278593_114817588","F10",0.22,1,0.5,0.5,0.17,0.17,0.06,0.53,0.28,0.53,3.96,0
"1336","TCGA-21-1081_13_113278593_114817588","PROZ",0.28,0.31,0.5,0.5,0.39,0.72,1,0.53,0.78,0.53,5.54,0
"1337","TCGA-21-1081_13_113278593_114817588","PCID2",0.78,0.31,0.5,0.5,1,1,0.67,0.53,0.89,0.53,6.71,0
"1338","TCGA-21-1081_13_113278593_114817588","CUL4A",0.83,0.83,0.5,0.5,0.78,0.89,0.72,0.53,0.83,0.53,6.94,1
"1339","TCGA-21-1081_13_113278593_114817588","LAMP1",1,0.89,0.5,0.5,0.06,0.06,0.78,0.53,0.61,0.53,5.46,0
"1340","TCGA-21-1081_13_113278593_114817588","GRTP1",0.72,0.11,0.5,0.5,0.11,0.11,0.89,0.53,0.47,0.53,4.47,0
"1341","TCGA-21-1081_13_113278593_114817588","ADPRHL1",0.39,0.39,0.5,0.5,0.61,0.39,0.44,0.53,0.39,0.53,4.67,0
"1342","TCGA-21-1081_13_113278593_114817588","DCUN1D2",0.61,0.22,0.5,0.5,0.5,0.22,0.56,0.53,0.47,0.53,4.64,0
"1343","TCGA-21-1081_13_113278593_114817588","TMCO3",0.67,0.17,0.5,0.5,0.56,0.61,0.5,0.53,0.08,0.53,4.65,0
"1344","TCGA-21-1081_13_113278593_114817588","TFDP1",0.94,0.72,1,0.5,0.94,0.94,0.94,0.53,0.56,0.53,7.6,0
"1345","TCGA-21-1081_13_113278593_114817588","ATP4B",0.06,0.67,0.5,0.5,0.22,0.78,0.61,0.53,0.72,0.53,5.12,0
"1346","TCGA-21-1081_13_113278593_114817588","GRK1",0.17,0.44,0.5,1,0.83,0.83,0.83,0.53,0.22,0.53,5.88,0
"1347","TCGA-21-1081_13_113278593_114817588","TMEM255B",0.33,0.06,0.5,0.5,0.44,0.28,0.11,0.53,0.08,0.53,3.36,0
