gene	pubmed_invasion	pubmed_cancer	pubmed_growth	pubmed_migration	pubmed_prolifiration
LMBRD1	0	0	1	0	0
LMBRD2	0	1	0	0	0
LMCD1	0	13	3	2	6
LMF1	0	3	0	0	0
LMF2	0	0	0	0	0
LMLN	0	2	1	0	1
LMNA	1	71	6	13	29
LMNB1	0	44	6	4	11
LMNB2	0	20	6	1	12
LMO1	1	35	9	2	12
LMO2	5	70	12	10	23
LMO3	3	14	4	4	7
LMO4	4	50	10	8	22
LMO7	1	25	2	5	4
LMOD1	0	9	0	0	0
LMOD2	0	0	0	0	1
LMOD3	0	2	0	0	0
LMTK2	0	29	1	3	4
LMTK3	0	43	4	2	3
LMX1A	1	28	2	3	9
LMX1B	0	11	1	4	5
LNP1	0	0	0	0	0
LNPEP	1	3	0	0	1
LNX1	0	11	0	0	5
LNX2	0	3	0	0	1
LOH12CR1	0	2	0	0	1
LOH12CR2	0	1	0	0	0
LONP1	0	29	2	1	5
LONP2	0	3	1	2	2
LONRF1	0	1	0	0	0
LONRF2	0	2	0	0	1
LONRF3	0	1	0	0	0
LOR	0	35	5	0	5
LOX	33	1316	150	127	323
LOXHD1	0	3	0	0	0
LOXL1	4	62	5	12	37
LOXL2	26	173	10	33	34
LOXL3	5	23	2	1	7
LOXL4	3	46	4	6	11
LPA	96	981	103	316	350
LPAR1	8	77	3	30	28
LPAR2	5	31	1	11	7
LPAR3	6	42	4	20	16
LPAR4	0	5	2	0	0
LPAR5	3	22	0	2	4
LPAR6	2	27	3	5	6
LPCAT1	0	48	2	1	14
LPCAT2	0	12	0	2	1
LPCAT3	0	14	1	0	2
LPCAT4	0	2	0	0	0
LPGAT1	0	2	0	0	0
LPHN1	0	3	0	2	1
LPHN2	0	12	1	1	1
LPHN3	0	10	0	1	0
LPIN1	0	16	0	0	9
LPIN2	0	5	0	0	0
LPIN3	0	3	0	0	0
LPL	5	241	22	13	92
LPO	0	378	17	2	79
LPP	6	81	18	31	13
LPPR1	0	1	0	0	0
LPPR3	0	0	0	0	1
LPPR4	0	2	0	0	0
LPPR5	0	1	0	0	0
LPXN	0	12	0	4	3
LRAT	1	30	4	1	6
LRBA	0	15	1	0	3
LRCH1	0	1	0	2	1
LRCH2	0	0	0	0	0
LRCH3	0	1	0	0	0
LRCH4	0	2	0	0	0
LRFN1	0	6	0	0	0
LRFN2	0	6	0	0	0
LRFN3	0	1	0	0	0
LRFN4	0	6	0	0	0
LRFN5	0	3	0	0	0
LRG1	0	78	5	13	14
LRGUK	0	0	0	0	0
LRIF1	0	0	0	0	0
LRIG1	5	116	12	8	32
LRIG2	0	24	2	2	9
LRIG3	2	21	2	4	9
LRIT1	0	0	0	0	0
LRIT2	0	0	0	0	0
LRIT3	0	0	0	0	0
LRLE1	0	0	0	0	0
LRMP	0	7	0	0	2
LRP1	14	127	11	62	33
LRP10	0	4	0	0	1
LRP11	0	7	1	0	3
LRP12	0	4	0	4	0
LRP1B	1	160	2	2	5
LRP2	0	38	1	2	1
LRP2BP	0	1	0	1	0
LRP3	0	2	0	0	0
LRP4	0	15	1	2	4
LRP5	8	149	17	17	85
LRP5L	0	2	0	0	0
LRP6	8	257	35	34	123
LRP8	0	23	2	7	7
LRPAP1	0	6	0	0	0
LRPPRC	0	36	5	3	2
LRR1	0	4	1	1	2
LRRC1	0	7	0	0	1
LRRC10	0	0	0	0	0
LRRC10B	0	0	0	0	1
LRRC14	0	0	0	0	0
LRRC14B	0	1	0	0	0
LRRC15	0	23	1	2	1
LRRC16A	0	1	0	0	0
LRRC16B	0	0	0	0	0
LRRC17	0	2	0	0	2
LRRC18	0	0	0	0	0
LRRC19	0	5	0	0	0
LRRC2	0	4	0	0	0
LRRC20	0	1	0	0	0
LRRC23	0	0	0	0	1
LRRC24	0	1	0	0	0
LRRC25	0	3	0	0	0
LRRC26	0	11	0	0	1
LRRC27	0	0	0	0	0
LRRC28	0	2	0	0	1
LRRC29	0	1	0	0	0
LRRC3	0	0	0	0	0
LRRC30	0	2	0	0	0
LRRC31	0	2	0	0	0
LRRC32	0	15	1	1	1
LRRC34	0	3	0	0	1
LRRC36	0	0	0	0	0
LRRC37A	0	0	0	0	0
LRRC37A2	0	2	0	0	0
LRRC37A3	0	0	0	0	0
LRRC37B	0	0	0	0	0
LRRC38	0	1	0	0	0
LRRC39	0	2	0	0	0
LRRC3B	1	18	2	0	3
LRRC3C	0	1	0	0	2
LRRC3DN	0	0	0	0	0
LRRC4	5	9	5	4	13
LRRC40	0	1	0	0	0
LRRC41	0	1	0	0	0
LRRC42	0	1	1	0	1
LRRC43	0	0	0	0	0
LRRC45	0	1	0	0	0
LRRC46	0	3	0	0	0
LRRC47	0	1	0	0	0
LRRC48	0	1	0	0	0
LRRC49	0	1	0	0	0
LRRC4B	0	2	0	0	0
LRRC4C	0	2	0	0	0
LRRC52	0	2	0	1	0
LRRC53	0	0	0	0	0
LRRC55	0	0	0	0	1
LRRC56	0	0	0	0	0
LRRC57	0	0	0	0	0
LRRC58	0	2	0	0	0
LRRC59	1	12	0	2	3
LRRC6	0	0	0	0	0
LRRC61	0	2	0	0	0
LRRC63	0	0	0	0	1
LRRC66	0	0	0	0	0
LRRC69	0	0	0	0	0
LRRC7	0	1	0	0	1
LRRC70	0	0	0	0	0
LRRC71	0	0	0	0	0
LRRC72	0	0	0	0	0
LRRC73	0	0	0	1	0
LRRC8A	0	34	7	6	18
LRRC8B	0	3	0	1	2
LRRC8C	0	1	0	0	0
LRRC8D	0	7	1	0	1
LRRC8E	0	5	1	0	2
LRRC9	0	0	0	0	0
LRRCC1	0	0	0	0	0
LRRD1	0	0	0	0	0
LRRFIP1	0	10	2	0	3
LRRFIP2	0	7	0	0	1
LRRIQ1	0	1	0	0	0
LRRIQ3	0	1	0	0	0
LRRIQ4	0	1	0	0	0
LRRK1	0	5	0	0	1
LRRK2	1	79	4	4	16
LRRN1	0	6	1	0	1
LRRN2	0	4	0	1	1
LRRN3	0	7	0	0	0
LRRN4	1	3	0	2	1
LRRN4CL	0	3	0	0	0
LRRTM1	0	1	0	0	1
LRRTM2	0	1	0	0	0
LRRTM3	0	0	0	0	0
LRRTM4	0	0	0	0	0
LRSAM1	0	5	1	1	5
LRTM1	0	0	0	1	0
LRTM2	0	0	0	0	0
LRTOMT	0	0	0	0	0
LRWD1	0	1	1	0	2
LSAMP	0	19	0	2	5
LSG1	0	1	1	0	2
LSM1	0	19	0	0	3
LSM10	0	1	1	0	0
LSM11	0	2	1	0	1
LSM12	0	3	4	1	2
LSM14A	0	2	0	0	0
LSM14B	0	1	0	0	0
LSM2	0	7	0	1	0
LSM3	0	7	0	0	0
LSM4	0	6	1	0	1
LSM5	0	3	0	0	0
LSM6	0	0	0	0	2
LSM7	0	8	0	0	0
LSMD1	0	0	0	0	0
LSMEM1	0	0	0	0	0
LSMEM2	0	0	0	0	0
LSP1	0	77	1	5	3
LSR	4	69	4	9	8
LSS	1	189	5	8	17
LST1	0	4	0	0	0
LST3	0	1	0	0	0
LTA	1	175	15	11	33
LTA4H	0	26	2	2	7
LTB	2	92	14	18	18
LTB4R	1	11	0	2	1
LTB4R2	0	6	0	0	0
LTBP1	2	28	1	2	8
LTBP2	1	25	0	4	8
LTBP3	1	13	0	2	2
LTBP4	1	15	0	3	7
LTBR	0	33	2	2	6
LTC4S	0	8	0	0	1
LTF	1	73	4	4	12
LTK	0	36	9	1	7
LTN1	0	2	1	0	1
LTV1	0	2	2	0	1
LUC7L	0	3	0	0	1
LUC7L2	0	1	0	0	0
LUC7L3	0	6	0	0	3
LUM	2	85	3	8	24
LURAP1	0	2	0	2	0
LURAP1L	0	2	0	0	1
LUZP1	0	4	0	2	2
LUZP2	0	5	0	0	0
LUZP4	0	7	0	0	0
LUZP6	0	1	0	0	0
LUZPP1	0	0	0	0	0
LXN	0	19	3	1	4
LY6D	0	23	1	0	5
LY6E	0	23	2	3	3
LY6G5B	0	0	0	0	0
LY6G5C	0	1	0	0	0
LY6G6C	0	2	0	0	0
LY6G6D	0	8	0	0	0
LY6G6E	0	2	0	0	0
LY6G6F	0	0	0	0	0
LY6H	0	4	0	0	0
LY6K	0	32	2	1	5
LY75	0	7	0	0	2
LY75-CD302	0	0	0	0	0
LY86	0	5	0	0	2
LY9	0	6	1	0	2
LY96	0	8	0	0	1
LYAR	0	14	10	2	5
LYG1	0	1	0	0	0
LYG2	0	0	0	0	0
LYL1	0	11	2	3	4
LYN	13	276	56	55	100
LYNX1	0	13	3	3	3
LYPD1	0	7	0	0	0
LYPD2	0	3	1	0	1
LYPD3	1	17	2	2	1
LYPD4	0	0	0	0	0
LYPD5	0	2	0	0	0
LYPD6	0	2	0	0	0
LYPD6B	1	1	0	0	0
LYPD8	0	4	0	1	3
LYPLA1	0	12	5	0	3
LYPLA2	0	13	5	0	0
LYPLAL1	0	2	0	0	0
LYRM1	0	1	1	0	3
LYRM2	0	1	0	0	0
LYRM4	0	2	0	0	0
LYRM5	0	1	0	0	0
LYRM7	0	1	0	0	0
LYRM9	0	0	0	0	0
LYSMD1	0	0	0	0	1
LYSMD2	0	0	0	0	0
LYSMD3	0	1	1	0	0
LYSMD4	0	0	0	0	0
LYST	0	11	1	0	2
LYVE1	3	44	3	35	7
LYZ	1	31	4	3	7
LYZL1	0	1	0	0	0
LYZL2	0	1	0	0	0
LYZL4	0	0	0	0	0
LYZL6	0	1	0	0	0
LZIC	0	5	1	1	1
LZTFL1	0	12	1	3	3
LZTR1	0	22	2	1	3
LZTS1	1	46	9	0	6
LZTS2	0	13	3	2	3
LZTS3	0	6	1	1	4
M1AP	0	1	0	0	1
M6PR	2	23	3	3	3
MAATS1	0	0	0	0	0
MAB21L1	0	1	0	1	3
MAB21L2	0	2	1	0	4
MAB21L3	0	0	0	0	0
MACC1	21	277	18	38	69
MACF1	1	29	0	16	10
MACROD1	0	8	1	0	0
MACROD2	0	22	1	1	1
MAD1L1	0	25	3	0	5
MAD2L1	0	133	4	3	34
MAD2L1BP	0	1	0	0	0
MAD2L2	0	42	0	1	9
MADCAM1	0	6	1	28	0
MADD	2	40	6	3	13
MAEA	0	6	2	1	1
MAEL	0	22	4	1	3
MAF	2	459	31	16	77
MAF1	0	23	21	0	5
MAFA	0	18	9	0	36
MAFB	2	26	10	7	34
MAFF	1	24	2	0	5
MAFG	2	61	3	6	24
MAFK	0	14	1	0	6
MAG	3	154	12	16	42
MAGEA1	0	51	1	0	3
MAGEA10	0	11	0	1	0
MAGEA11	1	8	0	0	2
MAGEA12	0	11	1	1	2
MAGEA2	1	16	1	1	1
MAGEA2B	0	0	0	0	0
MAGEA3	0	306	5	2	15
MAGEA4	0	43	2	2	1
MAGEA6	0	55	2	1	2
MAGEA8	1	3	0	0	0
MAGEA9	1	27	0	0	5
MAGEA9B	0	0	0	0	0
MAGEB1	0	6	0	0	0
MAGEB10	0	1	0	0	0
MAGEB16	0	3	0	0	0
MAGEB17	0	0	0	0	0
MAGEB18	0	3	0	0	1
MAGEB2	2	20	1	0	5
MAGEB3	0	2	0	0	0
MAGEB4	0	5	0	0	0
MAGEB5	0	1	0	0	0
MAGEB6	0	4	0	0	0
MAGEC1	1	25	0	0	2
MAGEC2	0	27	2	1	4
MAGEC3	0	4	0	0	0
MAGED1	1	16	2	3	1
MAGED2	1	17	1	0	2
MAGED4	0	5	0	0	0
MAGED4B	0	8	1	3	0
MAGEE1	0	5	0	0	1
MAGEE2	0	5	0	0	0
MAGEF1	0	4	0	0	1
MAGEH1	0	7	1	0	2
MAGEL2	0	5	0	0	0
MAGI1	1	26	4	5	7
MAGI2	4	70	8	9	21
MAGI3	0	16	2	2	2
MAGIX	0	1	0	0	0
MAGOH	0	10	0	1	1
MAGOHB	0	4	0	1	0
MAGT1	0	12	7	2	9
MAK	0	68	3	4	8
MAK16	0	2	3	0	0
MAL	10	543	20	24	49
MAL2	0	29	3	7	5
MALL	0	38	0	0	1
MALSU1	0	0	1	0	0
MALT1	1	90	7	3	29
MAMDC2	0	7	0	3	2
MAMDC4	0	1	0	1	1
MAML1	0	45	6	6	15
MAML2	0	60	5	0	8
MAML3	0	17	2	0	5
MAMLD1	0	6	0	0	1
MAMSTR	0	0	0	0	0
MAN1A1	0	13	0	2	1
MAN1A2	0	2	0	1	0
MAN1B1	0	6	1	0	0
MAN1C1	1	6	0	1	0
MAN2A1	0	9	0	0	0
MAN2A2	0	1	0	0	1
MAN2B1	0	3	0	0	0
MAN2B2	0	0	1	0	2
MAN2C1	0	2	0	0	0
MANBA	0	3	0	0	0
MANBAL	0	2	0	0	0
MANEA	0	3	0	0	0
MANEAL	0	2	0	0	0
MANF	1	9	0	3	13
MANSC1	0	2	0	0	0
MANSC4	0	0	0	0	0
MAOA	2	70	9	10	10
MAOB	0	30	1	4	5
MAP10	0	1	0	0	0
MAP1A	0	12	1	0	2
MAP1B	1	27	5	7	8
MAP1LC3A	0	37	2	0	4
MAP1LC3B	0	111	8	4	19
MAP1LC3B2	0	1	0	0	0
MAP1LC3C	2	26	0	2	2
MAP1S	0	11	1	0	2
MAP2	3	62	22	31	86
MAP2K1	3	185	8	6	40
MAP2K2	0	32	4	1	10
MAP2K3	0	25	4	1	9
MAP2K4	3	86	4	3	18
MAP2K5	0	13	0	0	1
MAP2K6	0	26	5	2	12
MAP2K7	0	15	0	0	5
MAP3K1	5	177	2	11	21
MAP3K10	0	8	2	1	7
MAP3K11	1	18	2	2	10
MAP3K12	1	5	0	1	3
MAP3K13	0	11	1	1	1
MAP3K15	0	3	0	0	0
MAP3K19	0	2	0	0	1
MAP3K2	1	44	5	6	20
MAP3K3	0	29	3	4	20
MAP3K4	1	25	0	3	3
MAP3K5	0	27	2	1	6
MAP3K6	0	10	0	0	1
MAP3K7	1	69	7	0	20
MAP3K7CL	0	1	0	0	0
MAP3K8	0	54	6	4	16
MAP3K9	0	25	5	1	15
MAP4	3	37	11	5	6
MAP4K1	3	21	1	4	8
MAP4K2	0	7	0	1	2
MAP4K3	0	26	12	5	6
MAP4K4	6	62	9	20	18
MAP4K5	0	7	0	1	0
MAP6	0	2	0	0	1
MAP6D1	0	3	0	0	0
MAP7	1	15	1	7	3
MAP7D1	0	2	0	2	0
MAP7D2	0	3	0	1	0
MAP7D3	0	1	0	1	0
MAP9	0	7	0	1	2
MAPK1	12	405	42	58	158
MAPK10	0	35	6	4	10
MAPK11	0	25	2	2	5
MAPK12	1	23	1	1	4
MAPK13	2	30	3	6	4
MAPK14	2	141	11	16	50
MAPK15	0	12	0	1	9
MAPK1IP1L	0	2	0	0	0
MAPK3	5	154	13	20	63
MAPK4	0	16	1	3	8
MAPK6	2	31	4	6	10
MAPK7	3	36	6	9	21
MAPK8	3	106	7	7	35
MAPK8IP1	0	8	1	0	2
MAPK8IP2	1	9	1	1	2
MAPK8IP3	0	3	0	0	1
MAPK9	2	35	3	6	9
MAPKAP1	6	8	1	5	1
MAPKAPK2	3	44	7	7	18
MAPKAPK3	0	16	1	1	2
MAPKAPK5	0	12	1	1	6
MAPKBP1	0	0	0	0	0
MAPRE1	3	13	1	0	6
MAPRE2	0	5	0	2	4
MAPRE3	0	2	0	0	0
MAPT	2	88	6	5	11
MARC1	0	3	0	0	1
MARC2	0	3	0	0	0
MARCH1	0	13	1	0	6
MARCH10	0	2	0	0	0
MARCH11	0	1	0	0	0
MARCH2	0	2	0	0	1
MARCH3	0	1	0	0	0
MARCH4	0	0	0	0	0
MARCH5	0	14	2	1	2
MARCH6	0	6	2	0	3
MARCH7	1	6	0	0	6
MARCH8	2	12	0	1	4
MARCH9	0	2	0	0	2
MARCKS	4	87	23	0	36
MARCKSL1	0	19	1	6	3
MARCO	0	69	1	4	5
MARK1	1	17	3	5	6
MARK2	2	35	5	6	6
MARK3	1	11	5	3	3
MARK4	2	47	6	5	14
MARS	0	182	16	2	11
MARS2	0	1	0	0	1
MARVELD1	1	11	1	1	5
MARVELD2	0	3	0	1	1
MARVELD3	0	7	0	3	2
MAS1	0	9	1	0	2
MAS1L	0	0	0	0	0
MASP1	0	15	0	3	1
MASP2	0	15	0	0	0
MAST1	0	13	0	0	4
MAST2	0	8	0	0	1
MAST3	0	2	1	0	1
MAST4	0	2	0	0	0
MASTL	0	39	2	0	5
MAT1A	2	68	18	3	16
MAT2A	1	96	20	4	17
MAT2B	0	27	11	2	5
MATK	0	16	2	1	2
MATN1	0	2	0	0	4
MATN2	0	6	0	1	4
MATN3	1	15	2	0	2
MATN4	0	1	0	0	0
MATR3	2	13	0	0	3
MAU2	0	4	0	0	2
MAVS	0	90	4	2	7
MAX	12	3135	253	49	340
MAZ	4	58	13	8	11
MB	870	22537	1901	2087	3306
MB21D1	0	5	0	0	0
MB21D2	0	1	1	0	1
MBD1	1	54	4	1	6
MBD2	1	125	7	3	12
MBD3	0	37	4	0	11
MBD3L1	0	3	0	0	0
MBD3L2	0	2	0	0	0
MBD3L3	0	0	0	0	0
MBD3L4	0	0	0	0	0
MBD3L5	0	0	0	0	0
MBD4	0	75	2	0	6
MBD5	0	3	0	0	1
MBD6	0	2	0	0	1
MBIP	0	10	0	0	0
MBL2	0	35	1	0	1
MBLAC1	0	1	0	0	0
MBLAC2	0	1	0	0	0
MBNL1	2	52	5	4	16
MBNL2	0	16	1	1	3
MBNL3	1	7	1	0	1
MBOAT1	0	1	0	0	0
MBOAT2	1	6	0	1	3
MBOAT4	0	2	0	0	1
MBOAT7	0	10	0	1	0
MBP	8	344	73	34	221
MBTD1	0	3	1	0	2
MBTPS1	1	6	0	1	3
MBTPS2	0	4	1	0	0
MC1R	2	236	8	10	15
MC2R	1	6	1	1	5
MC3R	0	2	1	2	2
MC4R	0	36	0	1	2
MC5R	0	15	0	0	1
MCAM	7	118	5	19	23
MCAT	1	17	2	0	5
MCC	3	1363	48	16	93
MCCC1	0	7	0	0	1
MCCC2	0	5	0	0	4
MCCD1	0	0	0	0	0
MCEE	0	4	0	0	0
MCF2	0	2	0	0	0
MCF2L	0	12	0	1	3
MCF2L2	0	0	0	0	0
MCFD2	0	3	0	0	1
MCHR1	0	4	0	0	0
MCHR2	0	3	0	0	1
MCIDAS	0	3	0	0	1
MCL1	26	510	50	68	95
MCM10	0	50	5	1	21
MCM2	3	324	40	15	151
MCM3	0	84	11	2	49
MCM3AP	5	54	3	0	27
MCM4	0	109	12	2	32
MCM5	0	103	9	2	34
MCM6	1	88	12	1	25
MCM7	2	192	22	7	80
MCM8	0	34	2	3	9
MCM9	0	17	0	0	3
MCMBP	0	2	0	0	0
MCMDC2	0	0	0	0	0
MCOLN1	0	13	0	2	4
MCOLN2	0	7	0	0	1
MCOLN3	0	3	0	0	1
MCPH1	2	42	4	3	4
MCRS1	0	12	1	0	7
MCTP1	0	9	0	1	1
MCTP2	0	3	0	0	0
MCTS1	2	19	3	1	2
MCU	3	85	10	14	22
MCUR1	0	9	0	2	4
MDC1	0	136	7	3	23
MDFI	0	15	0	0	2
MDFIC	0	3	0	2	2
MDGA1	0	1	0	3	0
MDGA2	0	3	0	2	1
MDH1	0	17	4	1	3
MDH1B	0	0	0	0	0
MDH2	0	32	3	2	8
MDK	0	92	11	12	20
MDM1	0	3	1	0	1
MDM2	34	3788	516	100	823
MDM4	3	280	32	10	40
MDN1	0	4	2	0	1
MDP1	0	2	1	0	2
MDS2	0	2	0	0	0
ME1	3	69	11	0	11
ME2	0	90	15	5	22
ME3	1	46	1	0	10
MEA1	0	2	0	0	0
MEAF6	0	6	2	0	2
MECOM	2	38	1	1	8
MECP2	2	173	30	10	60
MECR	0	6	0	0	1
MED1	2	112	13	2	34
MED10	0	4	0	0	2
MED11	0	0	0	0	0
MED12	0	120	8	2	22
MED12L	0	6	0	0	1
MED13	0	17	0	0	1
MED13L	0	10	1	1	2
MED14	0	6	0	0	2
MED15	0	16	2	0	1
MED16	0	3	1	1	1
MED17	0	8	0	0	3
MED18	0	4	0	1	2
MED19	0	27	4	3	18
MED20	0	3	0	0	0
MED21	0	2	0	0	0
MED22	0	4	1	0	0
MED23	0	14	3	0	1
MED24	0	7	1	1	1
MED25	0	7	0	0	7
MED26	0	2	0	0	1
MED27	1	4	1	0	2
MED28	0	13	4	3	7
MED29	0	3	3	0	0
MED30	0	6	0	0	1
MED31	0	3	0	0	3
MED4	0	7	1	0	1
MED6	0	1	0	1	1
MED7	0	2	1	0	0
MED8	0	5	0	0	2
MED9	0	0	0	0	0
MEDAG	0	6	0	0	2
MEF2A	0	29	8	4	19
MEF2B	3	22	3	3	3
MEF2BNB	0	0	0	0	0
MEF2BNB-MEF2B	0	0	0	0	0
MEF2C	3	78	16	15	69
MEF2D	1	64	9	3	27
MEFV	1	8	0	6	0
MEGF10	0	5	1	3	2
MEGF11	0	2	1	0	1
MEGF6	0	3	1	1	1
MEGF8	0	1	0	0	1
MEGF9	0	1	1	0	2
MEGT1	0	1	0	0	0
MEI1	0	4	1	0	0
MEI4	1	0	1	0	0
MEIG1	0	0	0	0	0
MEIOB	0	5	0	0	2
MEIS1	1	87	15	1	40
MEIS2	1	33	6	5	11
MEIS3	0	5	0	1	2
MELK	0	203	17	14	53
MEMO1	0	16	0	6	6
MEN1	1	395	32	9	87
MEOX1	0	11	1	3	8
MEOX2	0	24	4	1	13
MEP1A	1	6	2	1	4
MEP1B	0	3	1	1	0
MEPCE	0	9	1	2	0
MEPE	0	10	0	1	10
MERTK	1	149	12	16	33
MESDC1	0	2	0	0	1
MESDC2	0	3	0	0	1
MESP1	0	4	1	9	6
MESP2	0	0	0	3	2
MEST	2	44	4	0	23
MET	299	26831	866	797	1639
METAP1	0	7	4	0	7
METAP1D	0	1	0	0	0
METAP2	1	53	13	1	26
METRN	0	2	0	0	3
METRNL	0	6	0	0	2
METTL1	1	28	1	2	8
METTL10	0	0	0	0	0
METTL11B	0	1	0	0	0
METTL12	0	0	0	0	1
METTL13	0	9	2	2	3
METTL14	0	181	8	19	50
METTL15	1	1	0	2	1
METTL16	0	29	0	1	5
METTL17	0	2	1	0	0
METTL18	0	1	0	0	0
METTL20	0	0	0	0	0
METTL21A	0	1	0	0	0
METTL21B	0	1	0	0	1
METTL21C	0	0	0	0	1
METTL22	0	1	0	0	0
METTL23	0	1	0	0	0
METTL24	0	1	0	0	0
METTL25	0	0	0	0	0
METTL2A	0	0	0	0	0
METTL2B	0	1	0	0	0
METTL3	17	431	27	48	160
METTL4	0	10	0	1	0
METTL5	1	12	1	0	1
METTL6	1	6	1	1	4
METTL7A	1	11	0	1	1
METTL7B	2	16	2	2	7
METTL8	0	6	1	1	1
METTL9	0	2	0	0	0
MEX3A	1	31	4	5	15
MEX3B	0	4	0	1	0
MEX3C	0	6	0	0	1
MEX3D	0	4	0	0	1
MFAP1	0	2	0	0	1
MFAP2	1	22	0	1	5
MFAP3	0	2	0	0	0
MFAP3L	1	5	0	0	1
MFAP4	0	20	1	3	3
MFAP5	0	25	7	1	4
MFF	0	25	3	5	7
MFGE8	1	20	1	14	6
MFHAS1	0	9	0	0	2
MFI2	0	18	2	3	7
MFN1	5	70	9	8	22
MFN2	6	110	18	13	90
MFNG	0	11	1	2	0
MFRP	0	4	0	0	0
MFSD1	0	3	0	1	0
MFSD10	0	0	0	0	0
MFSD11	0	1	0	0	0
MFSD12	0	1	0	0	1
MFSD2A	0	11	2	1	1
MFSD2B	0	1	0	1	0
MFSD3	0	1	0	0	0
MFSD4	0	2	0	0	2
MFSD5	0	0	0	0	0
MFSD6	0	0	0	0	0
MFSD6L	0	1	0	0	0
MFSD7	0	1	0	1	0
MFSD8	0	0	0	0	1
MFSD9	0	0	0	0	0
MGA	1	87	8	3	17
MGAM	0	10	2	0	1
MGARP	0	0	0	0	0
MGAT1	3	11	5	2	6
MGAT2	2	1	4	0	2
MGAT3	3	34	1	4	5
MGAT4A	0	5	2	0	2
MGAT4B	0	1	0	0	0
MGAT4C	0	2	0	0	2
MGAT5	4	58	11	8	11
MGAT5B	0	10	0	0	1
MGC10955	0	0	0	0	0
MGC4294	0	0	0	0	0
MGC4771	0	0	0	0	0
MGEA5	0	10	1	0	2
MGLL	0	17	4	1	3
MGME1	0	0	0	0	0
MGMT	11	1631	63	29	99
MGP	1	90	9	15	29
MGRN1	0	8	0	0	0
MGST1	0	38	4	1	4
MGST2	0	9	2	0	2
MGST3	0	12	2	1	2
MIA	39	1644	205	88	266
MIA-RAB4B	0	2	0	0	0
MIA2	0	11	1	1	2
MIA3	1	8	2	3	3
MIB1	7	249	9	16	161
MIB2	1	4	2	2	3
MICA	1	481	23	9	31
MICAL1	2	10	1	0	3
MICAL2	2	19	3	4	7
MICAL3	0	3	0	0	0
MICALCL	0	0	0	0	0
MICALL1	1	1	0	3	0
MICALL2	1	2	0	2	0
MICB	1	153	6	2	6
MICU1	1	20	3	1	4
MICU2	1	6	0	0	1
MICU3	0	4	0	0	0
MID1	1	16	6	4	7
MID1IP1	0	3	0	0	1
MID2	0	4	3	1	1
MIDN	0	1	0	0	0
MIEF1	0	8	0	1	1
MIEF2	0	6	2	0	1
MIEN1	3	22	0	8	6
MIER1	0	4	0	0	0
MIER2	0	0	0	0	0
MIER3	0	7	0	1	3
MIF	20	640	91	94	234
MIF4GD	0	1	0	0	1
MIIP	2	20	3	10	4
MILR1	0	1	0	0	0
MINA	0	28	3	1	7
MINK1	0	9	0	3	2
MINOS1	0	2	1	0	0
MINOS1-NBL1	0	0	0	0	0
MINPP1	0	7	2	1	2
MIOS	0	9	4	0	1
MIOX	0	7	0	0	0
MIP	12	864	68	165	244
MIPEP	0	6	1	0	1
MIPOL1	0	5	0	0	0
MIR3654	0	3	0	0	0
MIS12	0	7	0	0	2
MIS18A	0	2	0	0	1
MIS18BP1	0	0	0	0	0
MISP	0	5	0	0	0
MITD1	0	3	0	2	2
MITF	17	396	57	44	138
MIXL1	0	3	1	1	1
MKI67	1	270	7	10	122
MKI67IP	0	2	0	0	0
MKKS	0	10	1	1	8
MKL1	7	55	6	27	14
MKL2	2	7	0	2	3
MKLN1	0	14	3	2	2
MKNK1	0	9	0	0	6
MKNK2	1	18	0	0	8
MKRN1	0	17	0	1	3
MKRN2	2	5	1	3	3
MKRN3	0	9	1	1	1
MKS1	0	2	1	1	1
MKX	0	1	1	1	5
MLANA	0	13	1	2	2
MLC1	7	6	3	0	2
MLEC	1	6	1	1	3
MLF1	0	14	1	0	8
MLF1IP	0	8	0	0	6
MLF2	0	3	0	0	0
MLH1	3	3223	23	6	47
MLH3	0	99	0	1	4
MLIP	0	2	0	0	0
MLK4	1	15	0	0	3
MLKL	5	245	11	13	25
MLLT1	0	14	1	0	0
MLLT10	0	8	0	2	2
MLLT11	0	11	0	2	2
MLLT3	1	19	2	1	6
MLLT4	0	10	1	1	1
MLLT6	0	4	0	0	0
MLN	1	233	5	21	66
MLNR	0	46	0	0	0
MLPH	0	23	1	1	1
MLST8	0	33	30	3	13
MLTK	0	1	0	0	1
MLX	0	26	6	2	8
MLXIP	0	7	0	2	1
MLXIPL	0	9	0	0	2
MLYCD	0	2	0	0	1
MMAA	0	4	1	0	0
MMAB	1	13	1	1	1
MMACHC	0	4	0	0	3
MMADHC	0	3	0	0	0
MMD	0	50	4	11	5
MMD2	0	3	0	0	0
MME	0	150	7	4	19
MMEL1	0	0	0	0	0
MMGT1	0	0	0	0	0
MMP1	218	582	40	350	162
MMP10	31	105	9	42	23
MMP11	20	155	5	29	33
MMP13	90	245	28	183	134
MMP14	98	251	15	133	60
MMP15	8	35	2	9	5
MMP16	7	52	7	19	17
MMP17	3	15	0	6	0
MMP19	2	22	1	13	6
MMP2	1697	2314	255	2493	925
MMP20	1	14	0	5	6
MMP21	2	6	1	2	3
MMP23B	0	5	0	1	1
MMP24	3	18	1	2	2
MMP25	1	21	1	1	3
MMP26	12	16	2	8	3
MMP27	0	9	0	1	1
MMP28	3	28	0	9	3
